"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Gadsden County, FL"	"12039"	"2022 (provisional)"	"2022"	408	Not Applicable	Not Applicable
	"Gilchrist County, FL"	"12041"	"2021"	"2021"	301	Not Applicable	Not Applicable
	"Gilchrist County, FL"	"12041"	"2022 (provisional)"	"2022"	170	Not Applicable	Not Applicable
	"Glades County, FL"	"12043"	"2021"	"2021"	167	Not Applicable	Not Applicable
	"Glades County, FL"	"12043"	"2022 (provisional)"	"2022"	99	Not Applicable	Not Applicable
	"Gulf County, FL"	"12045"	"2021"	"2021"	242	Not Applicable	Not Applicable
	"Gulf County, FL"	"12045"	"2022 (provisional)"	"2022"	165	Not Applicable	Not Applicable
	"Hamilton County, FL"	"12047"	"2021"	"2021"	226	Not Applicable	Not Applicable
	"Hamilton County, FL"	"12047"	"2022 (provisional)"	"2022"	125	Not Applicable	Not Applicable
	"Hardee County, FL"	"12049"	"2021"	"2021"	353	Not Applicable	Not Applicable
	"Hardee County, FL"	"12049"	"2022 (provisional)"	"2022"	204	Not Applicable	Not Applicable
	"Hendry County, FL"	"12051"	"2021"	"2021"	480	Not Applicable	Not Applicable
	"Hendry County, FL"	"12051"	"2022 (provisional)"	"2022"	243	Not Applicable	Not Applicable
	"Hernando County, FL"	"12053"	"2021"	"2021"	3690	Not Applicable	Not Applicable
	"Hernando County, FL"	"12053"	"2022 (provisional)"	"2022"	2227	Not Applicable	Not Applicable
	"Highlands County, FL"	"12055"	"2021"	"2021"	2128	Not Applicable	Not Applicable
	"Highlands County, FL"	"12055"	"2022 (provisional)"	"2022"	1281	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2021"	"2021"	14311	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2022 (provisional)"	"2022"	8717	Not Applicable	Not Applicable
	"Holmes County, FL"	"12059"	"2021"	"2021"	362	Not Applicable	Not Applicable
	"Holmes County, FL"	"12059"	"2022 (provisional)"	"2022"	219	Not Applicable	Not Applicable
	"Indian River County, FL"	"12061"	"2021"	"2021"	2719	Not Applicable	Not Applicable
	"Indian River County, FL"	"12061"	"2022 (provisional)"	"2022"	1759	Not Applicable	Not Applicable
	"Jackson County, FL"	"12063"	"2021"	"2021"	761	Not Applicable	Not Applicable
	"Jackson County, FL"	"12063"	"2022 (provisional)"	"2022"	466	Not Applicable	Not Applicable
	"Jefferson County, FL"	"12065"	"2021"	"2021"	225	Not Applicable	Not Applicable
	"Jefferson County, FL"	"12065"	"2022 (provisional)"	"2022"	129	Not Applicable	Not Applicable
	"Lafayette County, FL"	"12067"	"2021"	"2021"	118	Not Applicable	Not Applicable
	"Lafayette County, FL"	"12067"	"2022 (provisional)"	"2022"	77	Not Applicable	Not Applicable
	"Lake County, FL"	"12069"	"2021"	"2021"	5758	Not Applicable	Not Applicable
	"Lake County, FL"	"12069"	"2022 (provisional)"	"2022"	3600	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2021"	"2021"	9409	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2022 (provisional)"	"2022"	6148	Not Applicable	Not Applicable
	"Leon County, FL"	"12073"	"2021"	"2021"	2572	Not Applicable	Not Applicable
	"Leon County, FL"	"12073"	"2022 (provisional)"	"2022"	1577	Not Applicable	Not Applicable
	"Levy County, FL"	"12075"	"2021"	"2021"	759	Not Applicable	Not Applicable
	"Levy County, FL"	"12075"	"2022 (provisional)"	"2022"	442	Not Applicable	Not Applicable
	"Liberty County, FL"	"12077"	"2021"	"2021"	117	Not Applicable	Not Applicable
	"Liberty County, FL"	"12077"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Madison County, FL"	"12079"	"2021"	"2021"	305	Not Applicable	Not Applicable
	"Madison County, FL"	"12079"	"2022 (provisional)"	"2022"	208	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"2021"	"2021"	5306	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"2022 (provisional)"	"2022"	3337	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"2021"	"2021"	7071	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"2022 (provisional)"	"2022"	4250	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"2021"	"2021"	2463	Not Applicable	Not Applicable
	"Martin County, FL"	"12085"	"2022 (provisional)"	"2022"	1550	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2021"	"2021"	26098	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2022 (provisional)"	"2022"	15812	Not Applicable	Not Applicable
	"Monroe County, FL"	"12087"	"2021"	"2021"	855	Not Applicable	Not Applicable
	"Monroe County, FL"	"12087"	"2022 (provisional)"	"2022"	553	Not Applicable	Not Applicable
	"Nassau County, FL"	"12089"	"2021"	"2021"	1210	Not Applicable	Not Applicable
	"Nassau County, FL"	"12089"	"2022 (provisional)"	"2022"	747	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"2021"	"2021"	2362	Not Applicable	Not Applicable
	"Okaloosa County, FL"	"12091"	"2022 (provisional)"	"2022"	1492	Not Applicable	Not Applicable
	"Okeechobee County, FL"	"12093"	"2021"	"2021"	657	Not Applicable	Not Applicable
	"Okeechobee County, FL"	"12093"	"2022 (provisional)"	"2022"	371	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2021"	"2021"	10782	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2022 (provisional)"	"2022"	6803	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"2021"	"2021"	3534	Not Applicable	Not Applicable
	"Osceola County, FL"	"12097"	"2022 (provisional)"	"2022"	2169	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2021"	"2021"	17820	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2022 (provisional)"	"2022"	11192	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2021"	"2021"	8132	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2022 (provisional)"	"2022"	4978	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"2021"	"2021"	13924	Not Applicable	Not Applicable
	"Pinellas County, FL"	"12103"	"2022 (provisional)"	"2022"	8857	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"2021"	"2021"	9806	Not Applicable	Not Applicable
	"Polk County, FL"	"12105"	"2022 (provisional)"	"2022"	5735	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"2021"	"2021"	1489	Not Applicable	Not Applicable
	"Putnam County, FL"	"12107"	"2022 (provisional)"	"2022"	785	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"2021"	"2021"	2681	Not Applicable	Not Applicable
	"St. Johns County, FL"	"12109"	"2022 (provisional)"	"2022"	1701	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"2021"	"2021"	4442	Not Applicable	Not Applicable
	"St. Lucie County, FL"	"12111"	"2022 (provisional)"	"2022"	2792	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"2021"	"2021"	2098	Not Applicable	Not Applicable
	"Santa Rosa County, FL"	"12113"	"2022 (provisional)"	"2022"	1380	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"2021"	"2021"	7122	Not Applicable	Not Applicable
	"Sarasota County, FL"	"12115"	"2022 (provisional)"	"2022"	4500	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"2021"	"2021"	4399	Not Applicable	Not Applicable
	"Seminole County, FL"	"12117"	"2022 (provisional)"	"2022"	2766	Not Applicable	Not Applicable
	"Sumter County, FL"	"12119"	"2021"	"2021"	2743	Not Applicable	Not Applicable
	"Sumter County, FL"	"12119"	"2022 (provisional)"	"2022"	1789	Not Applicable	Not Applicable
	"Suwannee County, FL"	"12121"	"2021"	"2021"	786	Not Applicable	Not Applicable
	"Suwannee County, FL"	"12121"	"2022 (provisional)"	"2022"	470	Not Applicable	Not Applicable
	"Taylor County, FL"	"12123"	"2021"	"2021"	330	Not Applicable	Not Applicable
	"Taylor County, FL"	"12123"	"2022 (provisional)"	"2022"	228	Not Applicable	Not Applicable
	"Union County, FL"	"12125"	"2021"	"2021"	249	Not Applicable	Not Applicable
	"Union County, FL"	"12125"	"2022 (provisional)"	"2022"	155	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"2021"	"2021"	9319	Not Applicable	Not Applicable
	"Volusia County, FL"	"12127"	"2022 (provisional)"	"2022"	5587	Not Applicable	Not Applicable
	"Wakulla County, FL"	"12129"	"2021"	"2021"	414	Not Applicable	Not Applicable
	"Wakulla County, FL"	"12129"	"2022 (provisional)"	"2022"	276	Not Applicable	Not Applicable
	"Walton County, FL"	"12131"	"2021"	"2021"	892	Not Applicable	Not Applicable
	"Walton County, FL"	"12131"	"2022 (provisional)"	"2022"	589	Not Applicable	Not Applicable
	"Washington County, FL"	"12133"	"2021"	"2021"	419	Not Applicable	Not Applicable
	"Washington County, FL"	"12133"	"2022 (provisional)"	"2022"	231	Not Applicable	Not Applicable
	"Appling County, GA"	"13001"	"2021"	"2021"	273	Not Applicable	Not Applicable
	"Appling County, GA"	"13001"	"2022 (provisional)"	"2022"	154	Not Applicable	Not Applicable
	"Atkinson County, GA"	"13003"	"2021"	"2021"	141	Not Applicable	Not Applicable
	"Atkinson County, GA"	"13003"	"2022 (provisional)"	"2022"	71	Not Applicable	Not Applicable
	"Bacon County, GA"	"13005"	"2021"	"2021"	185	Not Applicable	Not Applicable
	"Bacon County, GA"	"13005"	"2022 (provisional)"	"2022"	113	Not Applicable	Not Applicable
	"Baker County, GA"	"13007"	"2021"	"2021"	47	Not Applicable	Not Applicable
	"Baker County, GA"	"13007"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Baldwin County, GA"	"13009"	"2021"	"2021"	626	Not Applicable	Not Applicable
	"Baldwin County, GA"	"13009"	"2022 (provisional)"	"2022"	351	Not Applicable	Not Applicable
	"Banks County, GA"	"13011"	"2021"	"2021"	269	Not Applicable	Not Applicable
	"Banks County, GA"	"13011"	"2022 (provisional)"	"2022"	152	Not Applicable	Not Applicable
	"Barrow County, GA"	"13013"	"2021"	"2021"	891	Not Applicable	Not Applicable
	"Barrow County, GA"	"13013"	"2022 (provisional)"	"2022"	549	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	"2021"	"2021"	1345	Not Applicable	Not Applicable
	"Bartow County, GA"	"13015"	"2022 (provisional)"	"2022"	814	Not Applicable	Not Applicable
	"Ben Hill County, GA"	"13017"	"2021"	"2021"	289	Not Applicable	Not Applicable
	"Ben Hill County, GA"	"13017"	"2022 (provisional)"	"2022"	175	Not Applicable	Not Applicable
	"Berrien County, GA"	"13019"	"2021"	"2021"	288	Not Applicable	Not Applicable
	"Berrien County, GA"	"13019"	"2022 (provisional)"	"2022"	178	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"2021"	"2021"	2334	Not Applicable	Not Applicable
	"Bibb County, GA"	"13021"	"2022 (provisional)"	"2022"	1395	Not Applicable	Not Applicable
	"Bleckley County, GA"	"13023"	"2021"	"2021"	200	Not Applicable	Not Applicable
	"Bleckley County, GA"	"13023"	"2022 (provisional)"	"2022"	116	Not Applicable	Not Applicable
	"Brantley County, GA"	"13025"	"2021"	"2021"	295	Not Applicable	Not Applicable
	"Brantley County, GA"	"13025"	"2022 (provisional)"	"2022"	161	Not Applicable	Not Applicable
	"Brooks County, GA"	"13027"	"2021"	"2021"	232	Not Applicable	Not Applicable
	"Brooks County, GA"	"13027"	"2022 (provisional)"	"2022"	153	Not Applicable	Not Applicable
	"Bryan County, GA"	"13029"	"2021"	"2021"	371	Not Applicable	Not Applicable
	"Bryan County, GA"	"13029"	"2022 (provisional)"	"2022"	255	Not Applicable	Not Applicable
	"Bulloch County, GA"	"13031"	"2021"	"2021"	748	Not Applicable	Not Applicable
	"Bulloch County, GA"	"13031"	"2022 (provisional)"	"2022"	467	Not Applicable	Not Applicable
	"Burke County, GA"	"13033"	"2021"	"2021"	288	Not Applicable	Not Applicable
	"Burke County, GA"	"13033"	"2022 (provisional)"	"2022"	194	Not Applicable	Not Applicable
	"Butts County, GA"	"13035"	"2021"	"2021"	367	Not Applicable	Not Applicable
	"Butts County, GA"	"13035"	"2022 (provisional)"	"2022"	233	Not Applicable	Not Applicable
	"Calhoun County, GA"	"13037"	"2021"	"2021"	68	Not Applicable	Not Applicable
	"Calhoun County, GA"	"13037"	"2022 (provisional)"	"2022"	45	Not Applicable	Not Applicable
	"Camden County, GA"	"13039"	"2021"	"2021"	531	Not Applicable	Not Applicable
	"Camden County, GA"	"13039"	"2022 (provisional)"	"2022"	311	Not Applicable	Not Applicable
	"Candler County, GA"	"13043"	"2021"	"2021"	234	Not Applicable	Not Applicable
	"Candler County, GA"	"13043"	"2022 (provisional)"	"2022"	113	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"2021"	"2021"	1511	Not Applicable	Not Applicable
	"Carroll County, GA"	"13045"	"2022 (provisional)"	"2022"	907	Not Applicable	Not Applicable
	"Catoosa County, GA"	"13047"	"2021"	"2021"	903	Not Applicable	Not Applicable
	"Catoosa County, GA"	"13047"	"2022 (provisional)"	"2022"	554	Not Applicable	Not Applicable
	"Charlton County, GA"	"13049"	"2021"	"2021"	179	Not Applicable	Not Applicable
	"Charlton County, GA"	"13049"	"2022 (provisional)"	"2022"	105	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"2021"	"2021"	3224	Not Applicable	Not Applicable
	"Chatham County, GA"	"13051"	"2022 (provisional)"	"2022"	2113	Not Applicable	Not Applicable
	"Chattahoochee County, GA"	"13053"	"2021"	"2021"	39	Not Applicable	Not Applicable
	"Chattahoochee County, GA"	"13053"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Chattooga County, GA"	"13055"	"2021"	"2021"	384	Not Applicable	Not Applicable
	"Chattooga County, GA"	"13055"	"2022 (provisional)"	"2022"	300	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"2021"	"2021"	2252	Not Applicable	Not Applicable
	"Cherokee County, GA"	"13057"	"2022 (provisional)"	"2022"	1461	Not Applicable	Not Applicable
	"Clarke County, GA"	"13059"	"2021"	"2021"	972	Not Applicable	Not Applicable
	"Clarke County, GA"	"13059"	"2022 (provisional)"	"2022"	645	Not Applicable	Not Applicable
	"Clay County, GA"	"13061"	"2021"	"2021"	57	Not Applicable	Not Applicable
	"Clay County, GA"	"13061"	"2022 (provisional)"	"2022"	27	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	"2021"	"2021"	2661	Not Applicable	Not Applicable
	"Clayton County, GA"	"13063"	"2022 (provisional)"	"2022"	1470	Not Applicable	Not Applicable
	"Clinch County, GA"	"13065"	"2021"	"2021"	116	Not Applicable	Not Applicable
	"Clinch County, GA"	"13065"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"2021"	"2021"	5691	Not Applicable	Not Applicable
	"Cobb County, GA"	"13067"	"2022 (provisional)"	"2022"	3601	Not Applicable	Not Applicable
	"Coffee County, GA"	"13069"	"2021"	"2021"	554	Not Applicable	Not Applicable
	"Coffee County, GA"	"13069"	"2022 (provisional)"	"2022"	335	Not Applicable	Not Applicable
	"Colquitt County, GA"	"13071"	"2021"	"2021"	640	Not Applicable	Not Applicable
	"Colquitt County, GA"	"13071"	"2022 (provisional)"	"2022"	396	Not Applicable	Not Applicable
	"Columbia County, GA"	"13073"	"2021"	"2021"	1357	Not Applicable	Not Applicable
	"Columbia County, GA"	"13073"	"2022 (provisional)"	"2022"	850	Not Applicable	Not Applicable
	"Cook County, GA"	"13075"	"2021"	"2021"	232	Not Applicable	Not Applicable
	"Cook County, GA"	"13075"	"2022 (provisional)"	"2022"	180	Not Applicable	Not Applicable
	"Coweta County, GA"	"13077"	"2021"	"2021"	1579	Not Applicable	Not Applicable
	"Coweta County, GA"	"13077"	"2022 (provisional)"	"2022"	919	Not Applicable	Not Applicable
	"Crawford County, GA"	"13079"	"2021"	"2021"	213	Not Applicable	Not Applicable
	"Crawford County, GA"	"13079"	"2022 (provisional)"	"2022"	102	Not Applicable	Not Applicable
	"Crisp County, GA"	"13081"	"2021"	"2021"	347	Not Applicable	Not Applicable
	"Crisp County, GA"	"13081"	"2022 (provisional)"	"2022"	178	Not Applicable	Not Applicable
	"Dade County, GA"	"13083"	"2021"	"2021"	247	Not Applicable	Not Applicable
	"Dade County, GA"	"13083"	"2022 (provisional)"	"2022"	144	Not Applicable	Not Applicable
	"Dawson County, GA"	"13085"	"2021"	"2021"	320	Not Applicable	Not Applicable
	"Dawson County, GA"	"13085"	"2022 (provisional)"	"2022"	225	Not Applicable	Not Applicable
	"Decatur County, GA"	"13087"	"2021"	"2021"	397	Not Applicable	Not Applicable
	"Decatur County, GA"	"13087"	"2022 (provisional)"	"2022"	261	Not Applicable	Not Applicable
	"DeKalb County, GA"	"13089"	"2021"	"2021"	5911	Not Applicable	Not Applicable
	"DeKalb County, GA"	"13089"	"2022 (provisional)"	"2022"	3783	Not Applicable	Not Applicable
	"Dodge County, GA"	"13091"	"2021"	"2021"	323	Not Applicable	Not Applicable
	"Dodge County, GA"	"13091"	"2022 (provisional)"	"2022"	194	Not Applicable	Not Applicable
	"Dooly County, GA"	"13093"	"2021"	"2021"	175	Not Applicable	Not Applicable
	"Dooly County, GA"	"13093"	"2022 (provisional)"	"2022"	94	Not Applicable	Not Applicable
	"Dougherty County, GA"	"13095"	"2021"	"2021"	1207	Not Applicable	Not Applicable
	"Dougherty County, GA"	"13095"	"2022 (provisional)"	"2022"	783	Not Applicable	Not Applicable
	"Douglas County, GA"	"13097"	"2021"	"2021"	1314	Not Applicable	Not Applicable
	"Douglas County, GA"	"13097"	"2022 (provisional)"	"2022"	802	Not Applicable	Not Applicable
	"Early County, GA"	"13099"	"2021"	"2021"	194	Not Applicable	Not Applicable
	"Early County, GA"	"13099"	"2022 (provisional)"	"2022"	116	Not Applicable	Not Applicable
	"Echols County, GA"	"13101"	"2021"	"2021"	42	Not Applicable	Not Applicable
	"Echols County, GA"	"13101"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Effingham County, GA"	"13103"	"2021"	"2021"	658	Not Applicable	Not Applicable
	"Effingham County, GA"	"13103"	"2022 (provisional)"	"2022"	408	Not Applicable	Not Applicable
	"Elbert County, GA"	"13105"	"2021"	"2021"	332	Not Applicable	Not Applicable
	"Elbert County, GA"	"13105"	"2022 (provisional)"	"2022"	230	Not Applicable	Not Applicable
	"Emanuel County, GA"	"13107"	"2021"	"2021"	407	Not Applicable	Not Applicable
	"Emanuel County, GA"	"13107"	"2022 (provisional)"	"2022"	226	Not Applicable	Not Applicable
	"Evans County, GA"	"13109"	"2021"	"2021"	179	Not Applicable	Not Applicable
	"Evans County, GA"	"13109"	"2022 (provisional)"	"2022"	72	Not Applicable	Not Applicable
	"Fannin County, GA"	"13111"	"2021"	"2021"	472	Not Applicable	Not Applicable
	"Fannin County, GA"	"13111"	"2022 (provisional)"	"2022"	312	Not Applicable	Not Applicable
	"Fayette County, GA"	"13113"	"2021"	"2021"	1192	Not Applicable	Not Applicable
	"Fayette County, GA"	"13113"	"2022 (provisional)"	"2022"	755	Not Applicable	Not Applicable
	"Floyd County, GA"	"13115"	"2021"	"2021"	1461	Not Applicable	Not Applicable
	"Floyd County, GA"	"13115"	"2022 (provisional)"	"2022"	872	Not Applicable	Not Applicable
	"Forsyth County, GA"	"13117"	"2021"	"2021"	1704	Not Applicable	Not Applicable
	"Forsyth County, GA"	"13117"	"2022 (provisional)"	"2022"	1041	Not Applicable	Not Applicable
	"Franklin County, GA"	"13119"	"2021"	"2021"	370	Not Applicable	Not Applicable
	"Franklin County, GA"	"13119"	"2022 (provisional)"	"2022"	247	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	"2021"	"2021"	8472	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	"2022 (provisional)"	"2022"	5366	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2021"	"2021"	507	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2022 (provisional)"	"2022"	277	Not Applicable	Not Applicable
	"Glascock County, GA"	"13125"	"2021"	"2021"	51	Not Applicable	Not Applicable
	"Glascock County, GA"	"13125"	"2022 (provisional)"	"2022"	36	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2021"	"2021"	1145	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2022 (provisional)"	"2022"	729	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2021"	"2021"	777	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2022 (provisional)"	"2022"	468	Not Applicable	Not Applicable
	"Grady County, GA"	"13131"	"2021"	"2021"	350	Not Applicable	Not Applicable
	"Grady County, GA"	"13131"	"2022 (provisional)"	"2022"	207	Not Applicable	Not Applicable
	"Greene County, GA"	"13133"	"2021"	"2021"	276	Not Applicable	Not Applicable
	"Greene County, GA"	"13133"	"2022 (provisional)"	"2022"	174	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021"	"2021"	6040	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2022 (provisional)"	"2022"	3680	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2021"	"2021"	608	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2022 (provisional)"	"2022"	389	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021"	"2021"	2039	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2022 (provisional)"	"2022"	1214	Not Applicable	Not Applicable
	"Hancock County, GA"	"13141"	"2021"	"2021"	168	Not Applicable	Not Applicable
	"Hancock County, GA"	"13141"	"2022 (provisional)"	"2022"	83	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2021"	"2021"	450	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2022 (provisional)"	"2022"	297	Not Applicable	Not Applicable
	"Harris County, GA"	"13145"	"2021"	"2021"	348	Not Applicable	Not Applicable
	"Harris County, GA"	"13145"	"2022 (provisional)"	"2022"	229	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2021"	"2021"	408	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2022 (provisional)"	"2022"	275	Not Applicable	Not Applicable
	"Heard County, GA"	"13149"	"2021"	"2021"	179	Not Applicable	Not Applicable
	"Heard County, GA"	"13149"	"2022 (provisional)"	"2022"	102	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021"	"2021"	2222	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2022 (provisional)"	"2022"	1417	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021"	"2021"	1711	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2022 (provisional)"	"2022"	1023	Not Applicable	Not Applicable
	"Irwin County, GA"	"13155"	"2021"	"2021"	155	Not Applicable	Not Applicable
	"Irwin County, GA"	"13155"	"2022 (provisional)"	"2022"	99	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021"	"2021"	871	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2022 (provisional)"	"2022"	524	Not Applicable	Not Applicable
	"Jasper County, GA"	"13159"	"2021"	"2021"	225	Not Applicable	Not Applicable
	"Jasper County, GA"	"13159"	"2022 (provisional)"	"2022"	123	Not Applicable	Not Applicable
	"Jeff Davis County, GA"	"13161"	"2021"	"2021"	218	Not Applicable	Not Applicable
	"Jeff Davis County, GA"	"13161"	"2022 (provisional)"	"2022"	125	Not Applicable	Not Applicable
	"Jefferson County, GA"	"13163"	"2021"	"2021"	279	Not Applicable	Not Applicable
	"Jefferson County, GA"	"13163"	"2022 (provisional)"	"2022"	174	Not Applicable	Not Applicable
	"Jenkins County, GA"	"13165"	"2021"	"2021"	133	Not Applicable	Not Applicable
	"Jenkins County, GA"	"13165"	"2022 (provisional)"	"2022"	86	Not Applicable	Not Applicable
	"Johnson County, GA"	"13167"	"2021"	"2021"	142	Not Applicable	Not Applicable
	"Johnson County, GA"	"13167"	"2022 (provisional)"	"2022"	90	Not Applicable	Not Applicable
	"Jones County, GA"	"13169"	"2021"	"2021"	388	Not Applicable	Not Applicable
	"Jones County, GA"	"13169"	"2022 (provisional)"	"2022"	219	Not Applicable	Not Applicable
	"Lamar County, GA"	"13171"	"2021"	"2021"	307	Not Applicable	Not Applicable
	"Lamar County, GA"	"13171"	"2022 (provisional)"	"2022"	156	Not Applicable	Not Applicable
	"Lanier County, GA"	"13173"	"2021"	"2021"	114	Not Applicable	Not Applicable
	"Lanier County, GA"	"13173"	"2022 (provisional)"	"2022"	73	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2021"	"2021"	811	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2022 (provisional)"	"2022"	460	Not Applicable	Not Applicable
	"Lee County, GA"	"13177"	"2021"	"2021"	310	Not Applicable	Not Applicable
	"Lee County, GA"	"13177"	"2022 (provisional)"	"2022"	205	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	"2021"	"2021"	608	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	"2022 (provisional)"	"2022"	315	Not Applicable	Not Applicable
	"Lincoln County, GA"	"13181"	"2021"	"2021"	122	Not Applicable	Not Applicable
	"Lincoln County, GA"	"13181"	"2022 (provisional)"	"2022"	62	Not Applicable	Not Applicable
	"Long County, GA"	"13183"	"2021"	"2021"	151	Not Applicable	Not Applicable
	"Long County, GA"	"13183"	"2022 (provisional)"	"2022"	80	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2021"	"2021"	1242	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2022 (provisional)"	"2022"	806	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	"2021"	"2021"	427	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	"2022 (provisional)"	"2022"	241	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	"2021"	"2021"	311	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	"2022 (provisional)"	"2022"	211	Not Applicable	Not Applicable
	"McIntosh County, GA"	"13191"	"2021"	"2021"	226	Not Applicable	Not Applicable
	"McIntosh County, GA"	"13191"	"2022 (provisional)"	"2022"	108	Not Applicable	Not Applicable
	"Macon County, GA"	"13193"	"2021"	"2021"	175	Not Applicable	Not Applicable
	"Macon County, GA"	"13193"	"2022 (provisional)"	"2022"	119	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2021"	"2021"	404	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2022 (provisional)"	"2022"	265	Not Applicable	Not Applicable
	"Marion County, GA"	"13197"	"2021"	"2021"	128	Not Applicable	Not Applicable
	"Marion County, GA"	"13197"	"2022 (provisional)"	"2022"	72	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2021"	"2021"	404	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2022 (provisional)"	"2022"	220	Not Applicable	Not Applicable
	"Miller County, GA"	"13201"	"2021"	"2021"	128	Not Applicable	Not Applicable
	"Miller County, GA"	"13201"	"2022 (provisional)"	"2022"	60	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2021"	"2021"	290	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2022 (provisional)"	"2022"	203	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	"2021"	"2021"	372	Not Applicable	Not Applicable
