"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Clinton County, IN"	"18023"	"2015"	"2015"	411	32609	1260.4
	"Clinton County, IN"	"18023"	"2016"	"2016"	363	32457	1118.4
	"Clinton County, IN"	"18023"	"2017"	"2017"	402	32317	1243.9
	"Clinton County, IN"	"18023"	"2018"	"2018"	365	32250	1131.8
	"Clinton County, IN"	"18023"	"2019"	"2019"	336	32399	1037.1
	"Crawford County, IN"	"18025"	"2015"	"2015"	117	10483	1116.1
	"Crawford County, IN"	"18025"	"2016"	"2016"	118	10539	1119.7
	"Crawford County, IN"	"18025"	"2017"	"2017"	128	10566	1211.4
	"Crawford County, IN"	"18025"	"2018"	"2018"	133	10558	1259.7
	"Crawford County, IN"	"18025"	"2019"	"2019"	127	10577	1200.7
	"Daviess County, IN"	"18027"	"2015"	"2015"	325	32906	987.7
	"Daviess County, IN"	"18027"	"2016"	"2016"	342	32969	1037.3
	"Daviess County, IN"	"18027"	"2017"	"2017"	325	33113	981.5
	"Daviess County, IN"	"18027"	"2018"	"2018"	363	33147	1095.1
	"Daviess County, IN"	"18027"	"2019"	"2019"	340	33351	1019.5
	"Dearborn County, IN"	"18029"	"2015"	"2015"	492	49455	994.8
	"Dearborn County, IN"	"18029"	"2016"	"2016"	504	49331	1021.7
	"Dearborn County, IN"	"18029"	"2017"	"2017"	515	49741	1035.4
	"Dearborn County, IN"	"18029"	"2018"	"2018"	515	49568	1039.0
	"Dearborn County, IN"	"18029"	"2019"	"2019"	492	49458	994.8
	"Decatur County, IN"	"18031"	"2015"	"2015"	265	26521	999.2
	"Decatur County, IN"	"18031"	"2016"	"2016"	290	26598	1090.3
	"Decatur County, IN"	"18031"	"2017"	"2017"	283	26737	1058.5
	"Decatur County, IN"	"18031"	"2018"	"2018"	304	26794	1134.6
	"Decatur County, IN"	"18031"	"2019"	"2019"	307	26559	1155.9
	"De Kalb County, IN"	"18033"	"2015"	"2015"	410	42589	962.7
	"De Kalb County, IN"	"18033"	"2016"	"2016"	429	42746	1003.6
	"De Kalb County, IN"	"18033"	"2017"	"2017"	427	42836	996.8
	"De Kalb County, IN"	"18033"	"2018"	"2018"	452	43226	1045.7
	"De Kalb County, IN"	"18033"	"2019"	"2019"	425	43475	977.6
	"Delaware County, IN"	"18035"	"2015"	"2015"	1190	116852	1018.4
	"Delaware County, IN"	"18035"	"2016"	"2016"	1327	115603	1147.9
	"Delaware County, IN"	"18035"	"2017"	"2017"	1340	115184	1163.4
	"Delaware County, IN"	"18035"	"2018"	"2018"	1379	114772	1201.5
	"Delaware County, IN"	"18035"	"2019"	"2019"	1368	114135	1198.6
	"Dubois County, IN"	"18037"	"2015"	"2015"	409	42461	963.2
	"Dubois County, IN"	"18037"	"2016"	"2016"	410	42552	963.5
	"Dubois County, IN"	"18037"	"2017"	"2017"	416	42558	977.5
	"Dubois County, IN"	"18037"	"2018"	"2018"	419	42565	984.4
	"Dubois County, IN"	"18037"	"2019"	"2019"	432	42736	1010.9
	"Elkhart County, IN"	"18039"	"2015"	"2015"	1677	203474	824.2
	"Elkhart County, IN"	"18039"	"2016"	"2016"	1789	203781	877.9
	"Elkhart County, IN"	"18039"	"2017"	"2017"	1748	205032	852.5
	"Elkhart County, IN"	"18039"	"2018"	"2018"	1735	205560	844.0
	"Elkhart County, IN"	"18039"	"2019"	"2019"	1751	206341	848.6
	"Fayette County, IN"	"18041"	"2015"	"2015"	327	23434	1395.4
	"Fayette County, IN"	"18041"	"2016"	"2016"	314	23331	1345.8
	"Fayette County, IN"	"18041"	"2017"	"2017"	355	23209	1529.6
	"Fayette County, IN"	"18041"	"2018"	"2018"	349	23047	1514.3
	"Fayette County, IN"	"18041"	"2019"	"2019"	311	23102	1346.2
	"Floyd County, IN"	"18043"	"2015"	"2015"	754	76778	982.1
	"Floyd County, IN"	"18043"	"2016"	"2016"	789	76990	1024.8
	"Floyd County, IN"	"18043"	"2017"	"2017"	803	77071	1041.9
	"Floyd County, IN"	"18043"	"2018"	"2018"	846	77781	1087.7
	"Floyd County, IN"	"18043"	"2019"	"2019"	881	78522	1122.0
	"Fountain County, IN"	"18045"	"2015"	"2015"	217	16591	1307.9
	"Fountain County, IN"	"18045"	"2016"	"2016"	214	16486	1298.1
	"Fountain County, IN"	"18045"	"2017"	"2017"	189	16505	1145.1
	"Fountain County, IN"	"18045"	"2018"	"2018"	219	16351	1339.4
	"Fountain County, IN"	"18045"	"2019"	"2019"	250	16346	1529.4
	"Franklin County, IN"	"18047"	"2015"	"2015"	216	22872	944.4
	"Franklin County, IN"	"18047"	"2016"	"2016"	208	22715	915.7
	"Franklin County, IN"	"18047"	"2017"	"2017"	214	22619	946.1
	"Franklin County, IN"	"18047"	"2018"	"2018"	205	22736	901.7
	"Franklin County, IN"	"18047"	"2019"	"2019"	233	22758	1023.8
	"Fulton County, IN"	"18049"	"2015"	"2015"	249	20315	1225.7
	"Fulton County, IN"	"18049"	"2016"	"2016"	232	20139	1152.0
	"Fulton County, IN"	"18049"	"2017"	"2017"	243	20059	1211.4
	"Fulton County, IN"	"18049"	"2018"	"2018"	259	20092	1289.1
	"Fulton County, IN"	"18049"	"2019"	"2019"	241	19974	1206.6
	"Gibson County, IN"	"18051"	"2015"	"2015"	344	33775	1018.5
	"Gibson County, IN"	"18051"	"2016"	"2016"	380	33703	1127.5
	"Gibson County, IN"	"18051"	"2017"	"2017"	389	33576	1158.6
	"Gibson County, IN"	"18051"	"2018"	"2018"	403	33452	1204.7
	"Gibson County, IN"	"18051"	"2019"	"2019"	334	33659	992.3
	"Grant County, IN"	"18053"	"2015"	"2015"	866	67979	1273.9
	"Grant County, IN"	"18053"	"2016"	"2016"	811	66937	1211.6
	"Grant County, IN"	"18053"	"2017"	"2017"	838	66491	1260.3
	"Grant County, IN"	"18053"	"2018"	"2018"	883	65936	1339.2
	"Grant County, IN"	"18053"	"2019"	"2019"	885	65769	1345.6
	"Greene County, IN"	"18055"	"2015"	"2015"	353	32441	1088.1
	"Greene County, IN"	"18055"	"2016"	"2016"	405	32211	1257.3
	"Greene County, IN"	"18055"	"2017"	"2017"	411	32177	1277.3
	"Greene County, IN"	"18055"	"2018"	"2018"	401	32006	1252.9
	"Greene County, IN"	"18055"	"2019"	"2019"	404	31922	1265.6
	"Hamilton County, IN"	"18057"	"2015"	"2015"	1534	309697	495.3
	"Hamilton County, IN"	"18057"	"2016"	"2016"	1689	316373	533.9
	"Hamilton County, IN"	"18057"	"2017"	"2017"	1818	323747	561.5
	"Hamilton County, IN"	"18057"	"2018"	"2018"	1874	330086	567.7
	"Hamilton County, IN"	"18057"	"2019"	"2019"	1892	338011	559.7
	"Hancock County, IN"	"18059"	"2015"	"2015"	668	72520	921.1
	"Hancock County, IN"	"18059"	"2016"	"2016"	680	73717	922.4
	"Hancock County, IN"	"18059"	"2017"	"2017"	658	74985	877.5
	"Hancock County, IN"	"18059"	"2018"	"2018"	655	76351	857.9
	"Hancock County, IN"	"18059"	"2019"	"2019"	701	78168	896.8
	"Harrison County, IN"	"18061"	"2015"	"2015"	390	39578	985.4
	"Harrison County, IN"	"18061"	"2016"	"2016"	418	39826	1049.6
	"Harrison County, IN"	"18061"	"2017"	"2017"	450	39898	1127.9
	"Harrison County, IN"	"18061"	"2018"	"2018"	369	40350	914.5
	"Harrison County, IN"	"18061"	"2019"	"2019"	439	40515	1083.5
	"Hendricks County, IN"	"18063"	"2015"	"2015"	1117	158192	706.1
	"Hendricks County, IN"	"18063"	"2016"	"2016"	1127	160610	701.7
	"Hendricks County, IN"	"18063"	"2017"	"2017"	1267	163685	774.0
	"Hendricks County, IN"	"18063"	"2018"	"2018"	1264	167009	756.8
	"Hendricks County, IN"	"18063"	"2019"	"2019"	1261	170311	740.4
	"Henry County, IN"	"18065"	"2015"	"2015"	601	48985	1226.9
	"Henry County, IN"	"18065"	"2016"	"2016"	579	48521	1193.3
	"Henry County, IN"	"18065"	"2017"	"2017"	671	48476	1384.2
	"Henry County, IN"	"18065"	"2018"	"2018"	576	48271	1193.3
	"Henry County, IN"	"18065"	"2019"	"2019"	604	47972	1259.1
	"Howard County, IN"	"18067"	"2015"	"2015"	1052	82556	1274.3
	"Howard County, IN"	"18067"	"2016"	"2016"	1070	82568	1295.9
	"Howard County, IN"	"18067"	"2017"	"2017"	1031	82363	1251.8
	"Howard County, IN"	"18067"	"2018"	"2018"	1097	82366	1331.9
	"Howard County, IN"	"18067"	"2019"	"2019"	1123	82544	1360.5
	"Huntington County, IN"	"18069"	"2015"	"2015"	404	36630	1102.9
	"Huntington County, IN"	"18069"	"2016"	"2016"	457	36400	1255.5
	"Huntington County, IN"	"18069"	"2017"	"2017"	412	36337	1133.8
	"Huntington County, IN"	"18069"	"2018"	"2018"	382	36240	1054.1
	"Huntington County, IN"	"18069"	"2019"	"2019"	438	36520	1199.3
	"Jackson County, IN"	"18071"	"2015"	"2015"	489	44069	1109.6
	"Jackson County, IN"	"18071"	"2016"	"2016"	453	44013	1029.2
	"Jackson County, IN"	"18071"	"2017"	"2017"	504	43884	1148.5
	"Jackson County, IN"	"18071"	"2018"	"2018"	472	44111	1070.0
	"Jackson County, IN"	"18071"	"2019"	"2019"	531	44231	1200.5
	"Jasper County, IN"	"18073"	"2015"	"2015"	323	33470	965.0
	"Jasper County, IN"	"18073"	"2016"	"2016"	321	33433	960.1
	"Jasper County, IN"	"18073"	"2017"	"2017"	323	33447	965.7
	"Jasper County, IN"	"18073"	"2018"	"2018"	346	33370	1036.9
	"Jasper County, IN"	"18073"	"2019"	"2019"	333	33562	992.2
	"Jay County, IN"	"18075"	"2015"	"2015"	233	21121	1103.2
	"Jay County, IN"	"18075"	"2016"	"2016"	231	21046	1097.6
	"Jay County, IN"	"18075"	"2017"	"2017"	268	20945	1279.5
	"Jay County, IN"	"18075"	"2018"	"2018"	223	20764	1074.0
	"Jay County, IN"	"18075"	"2019"	"2019"	226	20436	1105.9
	"Jefferson County, IN"	"18077"	"2015"	"2015"	383	32416	1181.5
	"Jefferson County, IN"	"18077"	"2016"	"2016"	354	32418	1092.0
	"Jefferson County, IN"	"18077"	"2017"	"2017"	409	32089	1274.6
	"Jefferson County, IN"	"18077"	"2018"	"2018"	384	32208	1192.3
	"Jefferson County, IN"	"18077"	"2019"	"2019"	376	32308	1163.8
	"Jennings County, IN"	"18079"	"2015"	"2015"	302	27897	1082.6
	"Jennings County, IN"	"18079"	"2016"	"2016"	315	27758	1134.8
	"Jennings County, IN"	"18079"	"2017"	"2017"	293	27626	1060.6
	"Jennings County, IN"	"18079"	"2018"	"2018"	321	27611	1162.6
	"Jennings County, IN"	"18079"	"2019"	"2019"	324	27735	1168.2
	"Johnson County, IN"	"18081"	"2015"	"2015"	1341	149633	896.2
	"Johnson County, IN"	"18081"	"2016"	"2016"	1305	151982	858.7
	"Johnson County, IN"	"18081"	"2017"	"2017"	1353	153897	879.2
	"Johnson County, IN"	"18081"	"2018"	"2018"	1394	156225	892.3
	"Johnson County, IN"	"18081"	"2019"	"2019"	1408	158167	890.2
	"Knox County, IN"	"18083"	"2015"	"2015"	478	37927	1260.3
	"Knox County, IN"	"18083"	"2016"	"2016"	423	37744	1120.7
	"Knox County, IN"	"18083"	"2017"	"2017"	414	37508	1103.8
	"Knox County, IN"	"18083"	"2018"	"2018"	452	36895	1225.1
	"Knox County, IN"	"18083"	"2019"	"2019"	480	36594	1311.7
	"Kosciusko County, IN"	"18085"	"2015"	"2015"	742	78620	943.8
	"Kosciusko County, IN"	"18085"	"2016"	"2016"	656	79092	829.4
	"Kosciusko County, IN"	"18085"	"2017"	"2017"	719	79206	907.8
	"Kosciusko County, IN"	"18085"	"2018"	"2018"	750	79344	945.3
	"Kosciusko County, IN"	"18085"	"2019"	"2019"	770	79456	969.1
	"Lagrange County, IN"	"18087"	"2015"	"2015"	277	38809	713.8
	"Lagrange County, IN"	"18087"	"2016"	"2016"	244	39110	623.9
	"Lagrange County, IN"	"18087"	"2017"	"2017"	283	39303	720.0
	"Lagrange County, IN"	"18087"	"2018"	"2018"	304	39330	772.9
	"Lagrange County, IN"	"18087"	"2019"	"2019"	294	39614	742.2
	"Lake County, IN"	"18089"	"2015"	"2015"	4864	487865	997.0
	"Lake County, IN"	"18089"	"2016"	"2016"	4837	485846	995.6
	"Lake County, IN"	"18089"	"2017"	"2017"	5201	485640	1071.0
	"Lake County, IN"	"18089"	"2018"	"2018"	5036	484411	1039.6
	"Lake County, IN"	"18089"	"2019"	"2019"	5253	485493	1082.0
	"La Porte County, IN"	"18091"	"2015"	"2015"	1234	110884	1112.9
	"La Porte County, IN"	"18091"	"2016"	"2016"	1266	110015	1150.8
	"La Porte County, IN"	"18091"	"2017"	"2017"	1224	110029	1112.4
	"La Porte County, IN"	"18091"	"2018"	"2018"	1226	110007	1114.5
	"La Porte County, IN"	"18091"	"2019"	"2019"	1247	109888	1134.8
	"Lawrence County, IN"	"18093"	"2015"	"2015"	533	45495	1171.6
	"Lawrence County, IN"	"18093"	"2016"	"2016"	551	45518	1210.5
	"Lawrence County, IN"	"18093"	"2017"	"2017"	565	45666	1237.2
	"Lawrence County, IN"	"18093"	"2018"	"2018"	558	45668	1221.9
	"Lawrence County, IN"	"18093"	"2019"	"2019"	574	45370	1265.2
	"Madison County, IN"	"18095"	"2015"	"2015"	1505	129723	1160.2
	"Madison County, IN"	"18095"	"2016"	"2016"	1498	129296	1158.6
	"Madison County, IN"	"18095"	"2017"	"2017"	1531	129498	1182.3
	"Madison County, IN"	"18095"	"2018"	"2018"	1564	129641	1206.4
	"Madison County, IN"	"18095"	"2019"	"2019"	1560	129569	1204.0
	"Marion County, IN"	"18097"	"2015"	"2015"	8004	939020	852.4
	"Marion County, IN"	"18097"	"2016"	"2016"	8263	941229	877.9
	"Marion County, IN"	"18097"	"2017"	"2017"	8489	950082	893.5
	"Marion County, IN"	"18097"	"2018"	"2018"	8293	954670	868.7
	"Marion County, IN"	"18097"	"2019"	"2019"	8260	964582	856.3
	"Marshall County, IN"	"18099"	"2015"	"2015"	442	46857	943.3
	"Marshall County, IN"	"18099"	"2016"	"2016"	483	46556	1037.5
	"Marshall County, IN"	"18099"	"2017"	"2017"	479	46498	1030.2
	"Marshall County, IN"	"18099"	"2018"	"2018"	465	46248	1005.4
	"Marshall County, IN"	"18099"	"2019"	"2019"	449	46258	970.6
	"Martin County, IN"	"18101"	"2015"	"2015"	104	10226	1017.0
	"Martin County, IN"	"18101"	"2016"	"2016"	112	10171	1101.2
	"Martin County, IN"	"18101"	"2017"	"2017"	88	10215	861.5
	"Martin County, IN"	"18101"	"2018"	"2018"	136	10217	1331.1
	"Martin County, IN"	"18101"	"2019"	"2019"	109	10255	1062.9
	"Miami County, IN"	"18103"	"2015"	"2015"	411	35862	1146.1
	"Miami County, IN"	"18103"	"2016"	"2016"	385	35883	1072.9
	"Miami County, IN"	"18103"	"2017"	"2017"	402	35845	1121.5
	"Miami County, IN"	"18103"	"2018"	"2018"	377	35567	1060.0
	"Miami County, IN"	"18103"	"2019"	"2019"	382	35516	1075.6
	"Monroe County, IN"	"18105"	"2015"	"2015"	952	144705	657.9
	"Monroe County, IN"	"18105"	"2016"	"2016"	1009	145496	693.5
	"Monroe County, IN"	"18105"	"2017"	"2017"	977	146986	664.7
	"Monroe County, IN"	"18105"	"2018"	"2018"	987	146917	671.8
	"Monroe County, IN"	"18105"	"2019"	"2019"	993	148431	669.0
	"Montgomery County, IN"	"18107"	"2015"	"2015"	386	38227	1009.8
	"Montgomery County, IN"	"18107"	"2016"	"2016"	404	38074	1061.1
	"Montgomery County, IN"	"18107"	"2017"	"2017"	430	38525	1116.2
	"Montgomery County, IN"	"18107"	"2018"	"2018"	443	38346	1155.3
	"Montgomery County, IN"	"18107"	"2019"	"2019"	414	38338	1079.9
	"Morgan County, IN"	"18109"	"2015"	"2015"	686	69648	985.0
	"Morgan County, IN"	"18109"	"2016"	"2016"	649	69698	931.2
	"Morgan County, IN"	"18109"	"2017"	"2017"	711	69713	1019.9
	"Morgan County, IN"	"18109"	"2018"	"2018"	789	70116	1125.3
	"Morgan County, IN"	"18109"	"2019"	"2019"	735	70489	1042.7
	"Newton County, IN"	"18111"	"2015"	"2015"	147	14008	1049.4
	"Newton County, IN"	"18111"	"2016"	"2016"	163	13924	1170.6
	"Newton County, IN"	"18111"	"2017"	"2017"	164	14130	1160.7
	"Newton County, IN"	"18111"	"2018"	"2018"	170	14011	1213.3
	"Newton County, IN"	"18111"	"2019"	"2019"	172	13984	1230.0
	"Noble County, IN"	"18113"	"2015"	"2015"	416	47733	871.5
	"Noble County, IN"	"18113"	"2016"	"2016"	455	47638	955.1
	"Noble County, IN"	"18113"	"2017"	"2017"	458	47452	965.2
	"Noble County, IN"	"18113"	"2018"	"2018"	446	47532	938.3
	"Noble County, IN"	"18113"	"2019"	"2019"	529	47744	1108.0
	"Ohio County, IN"	"18115"	"2015"	"2015"	64	5938	1077.8
	"Ohio County, IN"	"18115"	"2016"	"2016"	65	5932	1095.8
	"Ohio County, IN"	"18115"	"2017"	"2017"	73	5828	1252.6
	"Ohio County, IN"	"18115"	"2018"	"2018"	67	5844	1146.5
	"Ohio County, IN"	"18115"	"2019"	"2019"	67	5875	1140.4
	"Orange County, IN"	"18117"	"2015"	"2015"	250	19605	1275.2
	"Orange County, IN"	"18117"	"2016"	"2016"	246	19335	1272.3
	"Orange County, IN"	"18117"	"2017"	"2017"	230	19426	1184.0
	"Orange County, IN"	"18117"	"2018"	"2018"	215	19489	1103.2
	"Orange County, IN"	"18117"	"2019"	"2019"	251	19646	1277.6
	"Owen County, IN"	"18119"	"2015"	"2015"	230	20872	1102.0
	"Owen County, IN"	"18119"	"2016"	"2016"	249	20840	1194.8
	"Owen County, IN"	"18119"	"2017"	"2017"	244	20839	1170.9
	"Owen County, IN"	"18119"	"2018"	"2018"	225	20845	1079.4
	"Owen County, IN"	"18119"	"2019"	"2019"	256	20799	1230.8
	"Parke County, IN"	"18121"	"2015"	"2015"	140	16901	828.4
	"Parke County, IN"	"18121"	"2016"	"2016"	171	16800	1017.9
	"Parke County, IN"	"18121"	"2017"	"2017"	153	16886	906.1
	"Parke County, IN"	"18121"	"2018"	"2018"	163	16927	963.0
	"Parke County, IN"	"18121"	"2019"	"2019"	158	16937	932.9
	"Perry County, IN"	"18123"	"2015"	"2015"	194	19347	1002.7
	"Perry County, IN"	"18123"	"2016"	"2016"	218	18966	1149.4
	"Perry County, IN"	"18123"	"2017"	"2017"	225	19081	1179.2
	"Perry County, IN"	"18123"	"2018"	"2018"	223	19102	1167.4
	"Perry County, IN"	"18123"	"2019"	"2019"	231	19169	1205.1
	"Pike County, IN"	"18125"	"2015"	"2015"	181	12594	1437.2
	"Pike County, IN"	"18125"	"2016"	"2016"	166	12431	1335.4
	"Pike County, IN"	"18125"	"2017"	"2017"	147	12365	1188.8
	"Pike County, IN"	"18125"	"2018"	"2018"	136	12410	1095.9
	"Pike County, IN"	"18125"	"2019"	"2019"	161	12389	1299.5
	"Porter County, IN"	"18127"	"2015"	"2015"	1482	167688	883.8
	"Porter County, IN"	"18127"	"2016"	"2016"	1395	167791	831.4
	"Porter County, IN"	"18127"	"2017"	"2017"	1573	168404	934.1
	"Porter County, IN"	"18127"	"2018"	"2018"	1621	169594	955.8
	"Porter County, IN"	"18127"	"2019"	"2019"	1573	170389	923.2
	"Posey County, IN"	"18129"	"2015"	"2015"	266	25512	1042.6
	"Posey County, IN"	"18129"	"2016"	"2016"	230	25476	902.8
	"Posey County, IN"	"18129"	"2017"	"2017"	244	25595	953.3
	"Posey County, IN"	"18129"	"2018"	"2018"	252	25540	986.7
	"Posey County, IN"	"18129"	"2019"	"2019"	265	25427	1042.2
	"Pulaski County, IN"	"18131"	"2015"	"2015"	162	12889	1256.9
	"Pulaski County, IN"	"18131"	"2016"	"2016"	145	12660	1145.3
	"Pulaski County, IN"	"18131"	"2017"	"2017"	154	12534	1228.7
	"Pulaski County, IN"	"18131"	"2018"	"2018"	154	12469	1235.1
	"Pulaski County, IN"	"18131"	"2019"	"2019"	188	12353	1521.9
	"Putnam County, IN"	"18133"	"2015"	"2015"	362	37585	963.2
	"Putnam County, IN"	"18133"	"2016"	"2016"	365	37436	975.0
	"Putnam County, IN"	"18133"	"2017"	"2017"	384	37702	1018.5
	"Putnam County, IN"	"18133"	"2018"	"2018"	348	37779	921.1
	"Putnam County, IN"	"18133"	"2019"	"2019"	382	37576	1016.6
	"Randolph County, IN"	"18135"	"2015"	"2015"	281	25172	1116.3
	"Randolph County, IN"	"18135"	"2016"	"2016"	277	25082	1104.4
	"Randolph County, IN"	"18135"	"2017"	"2017"	331	24922	1328.1
	"Randolph County, IN"	"18135"	"2018"	"2018"	348	24851	1400.3
	"Randolph County, IN"	"18135"	"2019"	"2019"	319	24665	1293.3
	"Ripley County, IN"	"18137"	"2015"	"2015"	292	28701	1017.4
	"Ripley County, IN"	"18137"	"2016"	"2016"	297	28846	1029.6
	"Ripley County, IN"	"18137"	"2017"	"2017"	338	28442	1188.4
	"Ripley County, IN"	"18137"	"2018"	"2018"	325	28523	1139.4
	"Ripley County, IN"	"18137"	"2019"	"2019"	287	28324	1013.3
	"Rush County, IN"	"18139"	"2015"	"2015"	203	16672	1217.6
	"Rush County, IN"	"18139"	"2016"	"2016"	208	16649	1249.3
	"Rush County, IN"	"18139"	"2017"	"2017"	200	16645	1201.6
	"Rush County, IN"	"18139"	"2018"	"2018"	192	16663	1152.3
	"Rush County, IN"	"18139"	"2019"	"2019"	203	16581	1224.3
	"St. Joseph County, IN"	"18141"	"2015"	"2015"	2678	268441	997.6
	"St. Joseph County, IN"	"18141"	"2016"	"2016"	2687	269141	998.4
	"St. Joseph County, IN"	"18141"	"2017"	"2017"	2744	270434	1014.7
	"St. Joseph County, IN"	"18141"	"2018"	"2018"	2781	270771	1027.1
	"St. Joseph County, IN"	"18141"	"2019"	"2019"	2822	271826	1038.2
	"Scott County, IN"	"18143"	"2015"	"2015"	292	23744	1229.8
	"Scott County, IN"	"18143"	"2016"	"2016"	330	23730	1390.6
	"Scott County, IN"	"18143"	"2017"	"2017"	352	23870	1474.7
	"Scott County, IN"	"18143"	"2018"	"2018"	317	23878	1327.6
	"Scott County, IN"	"18143"	"2019"	"2019"	337	23873	1411.6
	"Shelby County, IN"	"18145"	"2015"	"2015"	435	44478	978.0
	"Shelby County, IN"	"18145"	"2016"	"2016"	482	44324	1087.4
	"Shelby County, IN"	"18145"	"2017"	"2017"	500	44395	1126.3
	"Shelby County, IN"	"18145"	"2018"	"2018"	470	44593	1054.0
	"Shelby County, IN"	"18145"	"2019"	"2019"	471	44729	1053.0
	"Spencer County, IN"	"18147"	"2015"	"2015"	188	20715	907.6
	"Spencer County, IN"	"18147"	"2016"	"2016"	227	20648	1099.4
	"Spencer County, IN"	"18147"	"2017"	"2017"	203	20394	995.4
	"Spencer County, IN"	"18147"	"2018"	"2018"	202	20327	993.8
	"Spencer County, IN"	"18147"	"2019"	"2019"	222	20277	1094.8
	"Starke County, IN"	"18149"	"2015"	"2015"	277	22958	1206.6
	"Starke County, IN"	"18149"	"2016"	"2016"	258	23009	1121.3
	"Starke County, IN"	"18149"	"2017"	"2017"	270	22893	1179.4
	"Starke County, IN"	"18149"	"2018"	"2018"	279	22935	1216.5
	"Starke County, IN"	"18149"	"2019"	"2019"	284	22995	1235.1
	"Steuben County, IN"	"18151"	"2015"	"2015"	327	34372	951.4
	"Steuben County, IN"	"18151"	"2016"	"2016"	335	34116	981.9
	"Steuben County, IN"	"18151"	"2017"	"2017"	328	34484	951.2
	"Steuben County, IN"	"18151"	"2018"	"2018"	315	34586	910.8
	"Steuben County, IN"	"18151"	"2019"	"2019"	338	34594	977.0
	"Sullivan County, IN"	"18153"	"2015"	"2015"	263	20928	1256.7
	"Sullivan County, IN"	"18153"	"2016"	"2016"	232	20802	1115.3
	"Sullivan County, IN"	"18153"	"2017"	"2017"	224	20746	1079.7
	"Sullivan County, IN"	"18153"	"2018"	"2018"	242	20690	1169.6
	"Sullivan County, IN"	"18153"	"2019"	"2019"	215	20669	1040.2
	"Switzerland County, IN"	"18155"	"2015"	"2015"	111	10524	1054.7
	"Switzerland County, IN"	"18155"	"2016"	"2016"	90	10527	854.9
	"Switzerland County, IN"	"18155"	"2017"	"2017"	119	10696	1112.6
	"Switzerland County, IN"	"18155"	"2018"	"2018"	114	10717	1063.7
	"Switzerland County, IN"	"18155"	"2019"	"2019"	108	10751	1004.6
	"Tippecanoe County, IN"	"18157"	"2015"	"2015"	1186	185826	638.2
	"Tippecanoe County, IN"	"18157"	"2016"	"2016"	1215	188059	646.1
	"Tippecanoe County, IN"	"18157"	"2017"	"2017"	1285	190587	674.2
	"Tippecanoe County, IN"	"18157"	"2018"	"2018"	1290	193048	668.2
	"Tippecanoe County, IN"	"18157"	"2019"	"2019"	1221	195732	623.8
	"Tipton County, IN"	"18159"	"2015"	"2015"	164	15267	1074.2
	"Tipton County, IN"	"18159"	"2016"	"2016"	199	15182	1310.8
	"Tipton County, IN"	"18159"	"2017"	"2017"	151	15128	998.1
	"Tipton County, IN"	"18159"	"2018"	"2018"	190	15128	1255.9
	"Tipton County, IN"	"18159"	"2019"	"2019"	181	15148	1194.9
	"Union County, IN"	"18161"	"2015"	"2015"	66	7182	919.0
	"Union County, IN"	"18161"	"2016"	"2016"	79	7212	1095.4
	"Union County, IN"	"18161"	"2017"	"2017"	82	7200	1138.9
	"Union County, IN"	"18161"	"2018"	"2018"	72	7037	1023.2
	"Union County, IN"	"18161"	"2019"	"2019"	81	7054	1148.3
	"Vanderburgh County, IN"	"18163"	"2015"	"2015"	2033	181877	1117.8
	"Vanderburgh County, IN"	"18163"	"2016"	"2016"	1936	181721	1065.4
	"Vanderburgh County, IN"	"18163"	"2017"	"2017"	1987	181616	1094.1
	"Vanderburgh County, IN"	"18163"	"2018"	"2018"	2033	180974	1123.4
	"Vanderburgh County, IN"	"18163"	"2019"	"2019"	2090	181451	1151.8
	"Vermillion County, IN"	"18165"	"2015"	"2015"	225	15692	1433.9
	"Vermillion County, IN"	"18165"	"2016"	"2016"	196	15645	1252.8
	"Vermillion County, IN"	"18165"	"2017"	"2017"	211	15505	1360.9
	"Vermillion County, IN"	"18165"	"2018"	"2018"	207	15479	1337.3
	"Vermillion County, IN"	"18165"	"2019"	"2019"	210	15498	1355.0
	"Vigo County, IN"	"18167"	"2015"	"2015"	1158	107896	1073.3
	"Vigo County, IN"	"18167"	"2016"	"2016"	1154	107931	1069.2
	"Vigo County, IN"	"18167"	"2017"	"2017"	1206	107516	1121.7
	"Vigo County, IN"	"18167"	"2018"	"2018"	1182	107386	1100.7
	"Vigo County, IN"	"18167"	"2019"	"2019"	1177	107038	1099.6
	"Wabash County, IN"	"18169"	"2015"	"2015"	417	32138	1297.5
	"Wabash County, IN"	"18169"	"2016"	"2016"	456	31762	1435.7
	"Wabash County, IN"	"18169"	"2017"	"2017"	458	31443	1456.6
	"Wabash County, IN"	"18169"	"2018"	"2018"	431	31280	1377.9
	"Wabash County, IN"	"18169"	"2019"	"2019"	514	30996	1658.3
	"Warren County, IN"	"18171"	"2015"	"2015"	83	8269	1003.7
	"Warren County, IN"	"18171"	"2016"	"2016"	101	8166	1236.8
	"Warren County, IN"	"18171"	"2017"	"2017"	75	8201	914.5
	"Warren County, IN"	"18171"	"2018"	"2018"	69	8263	835.0
	"Warren County, IN"	"18171"	"2019"	"2019"	91	8265	1101.0
	"Warrick County, IN"	"18173"	"2015"	"2015"	547	61897	883.7
	"Warrick County, IN"	"18173"	"2016"	"2016"	568	62498	908.8
	"Warrick County, IN"	"18173"	"2017"	"2017"	606	62530	969.1
