"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	37	Not Applicable	Not Applicable
	"Idaho"	"16"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Mar., 2020"	"2020/03"	194	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2424	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"May, 2020"	"2020/05"	2709	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1083	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Jul., 2020"	"2020/07"	420	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Aug., 2020"	"2020/08"	468	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Sep., 2020"	"2020/09"	476	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Oct., 2020"	"2020/10"	973	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3117	Not Applicable	Not Applicable
	"Illinois"	"17"	"2020"	"2020"	"Dec., 2020"	"2020/12"	3871	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2251	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1008	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Mar., 2021"	"2021/03"	532	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Apr., 2021"	"2021/04"	709	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"May, 2021"	"2021/05"	728	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Jun., 2021"	"2021/06"	317	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Jul., 2021"	"2021/07"	216	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Aug., 2021"	"2021/08"	749	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1127	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Oct., 2021"	"2021/10"	858	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Nov., 2021"	"2021/11"	821	Not Applicable	Not Applicable
	"Illinois"	"17"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1982	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	3635	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1263	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	313	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	114	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	186	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	199	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	274	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	296	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	238	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	211	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	212	Not Applicable	Not Applicable
	"Illinois"	"17"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	343	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Mar., 2020"	"2020/03"	120	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1040	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"May, 2020"	"2020/05"	867	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Jun., 2020"	"2020/06"	391	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Jul., 2020"	"2020/07"	291	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Aug., 2020"	"2020/08"	338	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Sep., 2020"	"2020/09"	334	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Oct., 2020"	"2020/10"	759	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1751	Not Applicable	Not Applicable
	"Indiana"	"18"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2636	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1822	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Feb., 2021"	"2021/02"	605	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Mar., 2021"	"2021/03"	238	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Apr., 2021"	"2021/04"	193	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"May, 2021"	"2021/05"	260	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Jun., 2021"	"2021/06"	167	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Jul., 2021"	"2021/07"	129	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Aug., 2021"	"2021/08"	575	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1173	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Oct., 2021"	"2021/10"	908	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Nov., 2021"	"2021/11"	794	Not Applicable	Not Applicable
	"Indiana"	"18"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1700	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1958	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	938	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	263	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	80	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	84	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	135	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	177	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	209	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	155	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	132	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	159	Not Applicable	Not Applicable
	"Indiana"	"18"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	286	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Mar., 2020"	"2020/03"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Apr., 2020"	"2020/04"	163	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"May, 2020"	"2020/05"	360	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Jun., 2020"	"2020/06"	137	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Jul., 2020"	"2020/07"	156	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Aug., 2020"	"2020/08"	241	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Sep., 2020"	"2020/09"	232	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Oct., 2020"	"2020/10"	487	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1401	Not Applicable	Not Applicable
	"Iowa"	"19"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1149	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Jan., 2021"	"2021/01"	621	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Feb., 2021"	"2021/02"	212	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Mar., 2021"	"2021/03"	115	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Apr., 2021"	"2021/04"	84	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"May, 2021"	"2021/05"	79	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Jun., 2021"	"2021/06"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Jul., 2021"	"2021/07"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Aug., 2021"	"2021/08"	162	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Sep., 2021"	"2021/09"	362	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Oct., 2021"	"2021/10"	434	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Nov., 2021"	"2021/11"	393	Not Applicable	Not Applicable
	"Iowa"	"19"	"2021"	"2021"	"Dec., 2021"	"2021/12"	556	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	605	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	338	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	98	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	52	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	81	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	101	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	85	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	79	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	63	Not Applicable	Not Applicable
	"Iowa"	"19"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	141	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Jan., 2020"	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Mar., 2020"	"2020/03"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Apr., 2020"	"2020/04"	125	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"May, 2020"	"2020/05"	85	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Jun., 2020"	"2020/06"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Jul., 2020"	"2020/07"	108	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Aug., 2020"	"2020/08"	168	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Sep., 2020"	"2020/09"	218	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Oct., 2020"	"2020/10"	409	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Nov., 2020"	"2020/11"	870	Not Applicable	Not Applicable
	"Kansas"	"20"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1286	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Jan., 2021"	"2021/01"	855	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Feb., 2021"	"2021/02"	246	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Mar., 2021"	"2021/03"	105	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Apr., 2021"	"2021/04"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"May, 2021"	"2021/05"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Jun., 2021"	"2021/06"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Jul., 2021"	"2021/07"	129	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Aug., 2021"	"2021/08"	392	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Sep., 2021"	"2021/09"	489	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Oct., 2021"	"2021/10"	329	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Nov., 2021"	"2021/11"	323	Not Applicable	Not Applicable
	"Kansas"	"20"	"2021"	"2021"	"Dec., 2021"	"2021/12"	571	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	842	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	477	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	121	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	76	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	94	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	64	Not Applicable	Not Applicable
	"Kansas"	"20"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	123	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Mar., 2020"	"2020/03"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Apr., 2020"	"2020/04"	236	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"May, 2020"	"2020/05"	208	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Jun., 2020"	"2020/06"	142	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Jul., 2020"	"2020/07"	164	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Aug., 2020"	"2020/08"	254	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Sep., 2020"	"2020/09"	262	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Oct., 2020"	"2020/10"	452	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Nov., 2020"	"2020/11"	928	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1456	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1147	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Feb., 2021"	"2021/02"	630	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Mar., 2021"	"2021/03"	294	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Apr., 2021"	"2021/04"	181	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"May, 2021"	"2021/05"	164	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Jun., 2021"	"2021/06"	120	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Jul., 2021"	"2021/07"	158	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Aug., 2021"	"2021/08"	833	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1650	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1012	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Nov., 2021"	"2021/11"	473	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2021"	"2021"	"Dec., 2021"	"2021/12"	797	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1253	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1047	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	371	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	110	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	89	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	144	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	181	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	223	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	192	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	137	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	148	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	187	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Mar., 2020"	"2020/03"	376	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1543	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"May, 2020"	"2020/05"	676	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Jun., 2020"	"2020/06"	334	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Jul., 2020"	"2020/07"	698	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Aug., 2020"	"2020/08"	817	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Sep., 2020"	"2020/09"	383	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Oct., 2020"	"2020/10"	297	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Nov., 2020"	"2020/11"	451	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2020"	"2020"	"Dec., 2020"	"2020/12"	956	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1234	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Feb., 2021"	"2021/02"	551	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Mar., 2021"	"2021/03"	294	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Apr., 2021"	"2021/04"	152	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"May, 2021"	"2021/05"	161	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Jun., 2021"	"2021/06"	111	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Jul., 2021"	"2021/07"	315	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1655	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1137	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Oct., 2021"	"2021/10"	405	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Nov., 2021"	"2021/11"	164	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2021"	"2021"	"Dec., 2021"	"2021/12"	150	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	790	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	652	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	179	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	56	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	33	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	44	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	166	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	152	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	105	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	66	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	40	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	76	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Apr., 2020"	"2020/04"	54	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"May, 2020"	"2020/05"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Jun., 2020"	"2020/06"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Jul., 2020"	"2020/07"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Sep., 2020"	"2020/09"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Oct., 2020"	"2020/10"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Nov., 2020"	"2020/11"	72	Not Applicable	Not Applicable
	"Maine"	"23"	"2020"	"2020"	"Dec., 2020"	"2020/12"	186	Not Applicable	Not Applicable
	"Maine"	"23"	"2021"	"2021"	"Jan., 2021"	"2021/01"	230	Not Applicable	Not Applicable
	"Maine"	"23"	"2021"	"2021"	"Feb., 2021"	"2021/02"	83	Not Applicable	Not Applicable
	"Maine"	"23"	"2021"	"2021"	"Mar., 2021"	"2021/03"	31	Not Applicable	Not Applicable
	"Maine"	"23"	"2021"	"2021"	"Apr., 2021"	"2021/04"	51	Not Applicable	Not Applicable
	"Maine"	"23"	"2021"	"2021"	"May, 2021"	"2021/05"	58	Not Applicable	Not Applicable
	"Maine"	"23"	"2021"	"2021"	"Jun., 2021"	"2021/06"	28	Not Applicable	Not Applicable
