fips,state,county,metro,region,metroname,regionname
51660,VA,Harrisonburg city,3,5,Md/Sm metro,South Atlantic
51670,VA,Hopewell city,2,5,Lg fringe metro,South Atlantic
51678,VA,Lexington city,4,5,Nonmetro,South Atlantic
51680,VA,Lynchburg city,3,5,Md/Sm metro,South Atlantic
51683,VA,Manassas city,2,5,Lg fringe metro,South Atlantic
51685,VA,Manassas Park city,2,5,Lg fringe metro,South Atlantic
51690,VA,Martinsville city,4,5,Nonmetro,South Atlantic
51700,VA,Newport News city,2,5,Lg fringe metro,South Atlantic
51710,VA,Norfolk city,1,5,Lg central metro,South Atlantic
51720,VA,Norton city,4,5,Nonmetro,South Atlantic
51730,VA,Petersburg city,2,5,Lg fringe metro,South Atlantic
51735,VA,Poquoson city,2,5,Lg fringe metro,South Atlantic
51740,VA,Portsmouth city,2,5,Lg fringe metro,South Atlantic
51750,VA,Radford city,3,5,Md/Sm metro,South Atlantic
51760,VA,Richmond city,1,5,Lg central metro,South Atlantic
51770,VA,Roanoke city,3,5,Md/Sm metro,South Atlantic
51775,VA,Salem city,3,5,Md/Sm metro,South Atlantic
51790,VA,Staunton city,3,5,Md/Sm metro,South Atlantic
51800,VA,Suffolk city,2,5,Lg fringe metro,South Atlantic
51810,VA,Virginia Beach city,1,5,Lg central metro,South Atlantic
51820,VA,Waynesboro city,3,5,Md/Sm metro,South Atlantic
51830,VA,Williamsburg city,2,5,Lg fringe metro,South Atlantic
51840,VA,Winchester city,3,5,Md/Sm metro,South Atlantic
53001,WA,Adams,4,9,Nonmetro,Pacific
53003,WA,Asotin,3,9,Md/Sm metro,Pacific
53005,WA,Benton,3,9,Md/Sm metro,Pacific
53007,WA,Chelan,3,9,Md/Sm metro,Pacific
53009,WA,Clallam,4,9,Nonmetro,Pacific
53011,WA,Clark,2,9,Lg fringe metro,Pacific
53013,WA,Columbia,3,9,Md/Sm metro,Pacific
53015,WA,Cowlitz,3,9,Md/Sm metro,Pacific
53017,WA,Douglas,3,9,Md/Sm metro,Pacific
53019,WA,Ferry,4,9,Nonmetro,Pacific
53021,WA,Franklin,3,9,Md/Sm metro,Pacific
53023,WA,Garfield,4,9,Nonmetro,Pacific
53025,WA,Grant,4,9,Nonmetro,Pacific
53027,WA,Grays Harbor,4,9,Nonmetro,Pacific
53029,WA,Island,4,9,Nonmetro,Pacific
53031,WA,Jefferson,4,9,Nonmetro,Pacific
53033,WA,King,1,9,Lg central metro,Pacific
53035,WA,Kitsap,3,9,Md/Sm metro,Pacific
53037,WA,Kittitas,4,9,Nonmetro,Pacific
53039,WA,Klickitat,4,9,Nonmetro,Pacific
53041,WA,Lewis,4,9,Nonmetro,Pacific
53043,WA,Lincoln,4,9,Nonmetro,Pacific
53045,WA,Mason,4,9,Nonmetro,Pacific
53047,WA,Okanogan,4,9,Nonmetro,Pacific
53049,WA,Pacific,4,9,Nonmetro,Pacific
53051,WA,Pend Oreille,3,9,Md/Sm metro,Pacific
53053,WA,Pierce,2,9,Lg fringe metro,Pacific
53055,WA,San Juan,4,9,Nonmetro,Pacific
53057,WA,Skagit,3,9,Md/Sm metro,Pacific
53059,WA,Skamania,2,9,Lg fringe metro,Pacific
53061,WA,Snohomish,2,9,Lg fringe metro,Pacific
53063,WA,Spokane,3,9,Md/Sm metro,Pacific
53065,WA,Stevens,3,9,Md/Sm metro,Pacific
53067,WA,Thurston,3,9,Md/Sm metro,Pacific
53069,WA,Wahkiakum,4,9,Nonmetro,Pacific
53071,WA,Walla Walla,3,9,Md/Sm metro,Pacific
53073,WA,Whatcom,3,9,Md/Sm metro,Pacific
53075,WA,Whitman,4,9,Nonmetro,Pacific
53077,WA,Yakima,3,9,Md/Sm metro,Pacific
54001,WV,Barbour,4,10,Nonmetro,Appalachia
54003,WV,Berkeley,3,10,Md/Sm metro,Appalachia
54005,WV,Boone,3,10,Md/Sm metro,Appalachia
54007,WV,Braxton,4,10,Nonmetro,Appalachia
54009,WV,Brooke,3,10,Md/Sm metro,Appalachia
54011,WV,Cabell,3,10,Md/Sm metro,Appalachia
54013,WV,Calhoun,4,10,Nonmetro,Appalachia
54015,WV,Clay,3,10,Md/Sm metro,Appalachia
54017,WV,Doddridge,4,10,Nonmetro,Appalachia
54019,WV,Fayette,3,10,Md/Sm metro,Appalachia
54021,WV,Gilmer,4,10,Nonmetro,Appalachia
54023,WV,Grant,4,10,Nonmetro,Appalachia
54025,WV,Greenbrier,4,10,Nonmetro,Appalachia
54027,WV,Hampshire,3,10,Md/Sm metro,Appalachia
54029,WV,Hancock,3,10,Md/Sm metro,Appalachia
54031,WV,Hardy,4,10,Nonmetro,Appalachia
54033,WV,Harrison,4,10,Nonmetro,Appalachia
54035,WV,Jackson,4,10,Nonmetro,Appalachia
54037,WV,Jefferson,2,10,Lg fringe metro,Appalachia
54039,WV,Kanawha,3,10,Md/Sm metro,Appalachia
54041,WV,Lewis,4,10,Nonmetro,Appalachia
54043,WV,Lincoln,3,10,Md/Sm metro,Appalachia
54045,WV,Logan,4,10,Nonmetro,Appalachia
54047,WV,McDowell,4,10,Nonmetro,Appalachia
54049,WV,Marion,4,10,Nonmetro,Appalachia
54051,WV,Marshall,3,10,Md/Sm metro,Appalachia
54053,WV,Mason,4,10,Nonmetro,Appalachia
54055,WV,Mercer,4,10,Nonmetro,Appalachia
54057,WV,Mineral,3,10,Md/Sm metro,Appalachia
54059,WV,Mingo,4,10,Nonmetro,Appalachia
54061,WV,Monongalia,3,10,Md/Sm metro,Appalachia
54063,WV,Monroe,4,10,Nonmetro,Appalachia
54065,WV,Morgan,4,10,Nonmetro,Appalachia
54067,WV,Nicholas,4,10,Nonmetro,Appalachia
54069,WV,Ohio,3,10,Md/Sm metro,Appalachia
54071,WV,Pendleton,4,10,Nonmetro,Appalachia
54073,WV,Pleasants,4,10,Nonmetro,Appalachia
54075,WV,Pocahontas,4,10,Nonmetro,Appalachia
54077,WV,Preston,3,10,Md/Sm metro,Appalachia
54079,WV,Putnam,3,10,Md/Sm metro,Appalachia
54081,WV,Raleigh,3,10,Md/Sm metro,Appalachia
54083,WV,Randolph,4,10,Nonmetro,Appalachia
54085,WV,Ritchie,4,10,Nonmetro,Appalachia
54087,WV,Roane,4,10,Nonmetro,Appalachia
54089,WV,Summers,4,10,Nonmetro,Appalachia
54091,WV,Taylor,4,10,Nonmetro,Appalachia
54093,WV,Tucker,4,10,Nonmetro,Appalachia
54095,WV,Tyler,4,10,Nonmetro,Appalachia
54097,WV,Upshur,4,10,Nonmetro,Appalachia
54099,WV,Wayne,3,10,Md/Sm metro,Appalachia
54101,WV,Webster,4,10,Nonmetro,Appalachia
54103,WV,Wetzel,4,10,Nonmetro,Appalachia
54105,WV,Wirt,3,10,Md/Sm metro,Appalachia
54107,WV,Wood,3,10,Md/Sm metro,Appalachia
54109,WV,Wyoming,4,10,Nonmetro,Appalachia
55001,WI,Adams,4,3,Nonmetro,East North Central
55003,WI,Ashland,4,3,Nonmetro,East North Central
55005,WI,Barron,4,3,Nonmetro,East North Central
55007,WI,Bayfield,4,3,Nonmetro,East North Central
55009,WI,Brown,3,3,Md/Sm metro,East North Central
55011,WI,Buffalo,4,3,Nonmetro,East North Central
55013,WI,Burnett,4,3,Nonmetro,East North Central
55015,WI,Calumet,3,3,Md/Sm metro,East North Central
55017,WI,Chippewa,3,3,Md/Sm metro,East North Central
55019,WI,Clark,4,3,Nonmetro,East North Central
55021,WI,Columbia,3,3,Md/Sm metro,East North Central
55023,WI,Crawford,4,3,Nonmetro,East North Central
55025,WI,Dane,3,3,Md/Sm metro,East North Central
55027,WI,Dodge,4,3,Nonmetro,East North Central
55029,WI,Door,4,3,Nonmetro,East North Central
55031,WI,Douglas,3,3,Md/Sm metro,East North Central
55033,WI,Dunn,4,3,Nonmetro,East North Central
55035,WI,Eau Claire,3,3,Md/Sm metro,East North Central
55037,WI,Florence,4,3,Nonmetro,East North Central
55039,WI,Fond du Lac,3,3,Md/Sm metro,East North Central
55041,WI,Forest,4,3,Nonmetro,East North Central
55043,WI,Grant,4,3,Nonmetro,East North Central
55045,WI,Green,3,3,Md/Sm metro,East North Central
55047,WI,Green Lake,4,3,Nonmetro,East North Central
55049,WI,Iowa,3,3,Md/Sm metro,East North Central
55051,WI,Iron,4,3,Nonmetro,East North Central
55053,WI,Jackson,4,3,Nonmetro,East North Central
55055,WI,Jefferson,4,3,Nonmetro,East North Central
55057,WI,Juneau,4,3,Nonmetro,East North Central
55059,WI,Kenosha,2,3,Lg fringe metro,East North Central
55061,WI,Kewaunee,3,3,Md/Sm metro,East North Central
55063,WI,La Crosse,3,3,Md/Sm metro,East North Central
55065,WI,Lafayette,4,3,Nonmetro,East North Central
55067,WI,Langlade,4,3,Nonmetro,East North Central
55069,WI,Lincoln,4,3,Nonmetro,East North Central
55071,WI,Manitowoc,4,3,Nonmetro,East North Central
55073,WI,Marathon,3,3,Md/Sm metro,East North Central
55075,WI,Marinette,4,3,Nonmetro,East North Central
55077,WI,Marquette,4,3,Nonmetro,East North Central
55078,WI,Menominee,4,3,Nonmetro,East North Central
55079,WI,Milwaukee,1,3,Lg central metro,East North Central
55081,WI,Monroe,4,3,Nonmetro,East North Central
55083,WI,Oconto,3,3,Md/Sm metro,East North Central
55085,WI,Oneida,4,3,Nonmetro,East North Central
55087,WI,Outagamie,3,3,Md/Sm metro,East North Central
55089,WI,Ozaukee,2,3,Lg fringe metro,East North Central
55091,WI,Pepin,4,3,Nonmetro,East North Central
55093,WI,Pierce,2,3,Lg fringe metro,East North Central
55095,WI,Polk,4,3,Nonmetro,East North Central
55097,WI,Portage,4,3,Nonmetro,East North Central
55099,WI,Price,4,3,Nonmetro,East North Central
55101,WI,Racine,3,3,Md/Sm metro,East North Central
55103,WI,Richland,4,3,Nonmetro,East North Central
55105,WI,Rock,3,3,Md/Sm metro,East North Central
55107,WI,Rusk,4,3,Nonmetro,East North Central
55109,WI,St. Croix,2,3,Lg fringe metro,East North Central
55111,WI,Sauk,4,3,Nonmetro,East North Central
55113,WI,Sawyer,4,3,Nonmetro,East North Central
55115,WI,Shawano,4,3,Nonmetro,East North Central
55117,WI,Sheboygan,3,3,Md/Sm metro,East North Central
55119,WI,Taylor,4,3,Nonmetro,East North Central
55121,WI,Trempealeau,4,3,Nonmetro,East North Central
55123,WI,Vernon,4,3,Nonmetro,East North Central
55125,WI,Vilas,4,3,Nonmetro,East North Central
55127,WI,Walworth,4,3,Nonmetro,East North Central
55129,WI,Washburn,4,3,Nonmetro,East North Central
55131,WI,Washington,2,3,Lg fringe metro,East North Central
55133,WI,Waukesha,2,3,Lg fringe metro,East North Central
55135,WI,Waupaca,4,3,Nonmetro,East North Central
55137,WI,Waushara,4,3,Nonmetro,East North Central
55139,WI,Winnebago,3,3,Md/Sm metro,East North Central
55141,WI,Wood,4,3,Nonmetro,East North Central
56001,WY,Albany,4,8,Nonmetro,Mountain
56003,WY,Big Horn,4,8,Nonmetro,Mountain
56005,WY,Campbell,4,8,Nonmetro,Mountain
56007,WY,Carbon,4,8,Nonmetro,Mountain
56009,WY,Converse,4,8,Nonmetro,Mountain
56011,WY,Crook,4,8,Nonmetro,Mountain
56013,WY,Fremont,4,8,Nonmetro,Mountain
56015,WY,Goshen,4,8,Nonmetro,Mountain
56017,WY,Hot Springs,4,8,Nonmetro,Mountain
56019,WY,Johnson,4,8,Nonmetro,Mountain
56021,WY,Laramie,3,8,Md/Sm metro,Mountain
56023,WY,Lincoln,4,8,Nonmetro,Mountain
56025,WY,Natrona,3,8,Md/Sm metro,Mountain
56027,WY,Niobrara,4,8,Nonmetro,Mountain
56029,WY,Park,4,8,Nonmetro,Mountain
56031,WY,Platte,4,8,Nonmetro,Mountain
56033,WY,Sheridan,4,8,Nonmetro,Mountain
56035,WY,Sublette,4,8,Nonmetro,Mountain
56037,WY,Sweetwater,4,8,Nonmetro,Mountain
56039,WY,Teton,4,8,Nonmetro,Mountain
56041,WY,Uinta,4,8,Nonmetro,Mountain
56043,WY,Washakie,4,8,Nonmetro,Mountain
56045,WY,Weston,4,8,Nonmetro,Mountain
