"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Fulton County, GA"	"13121"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	82	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	21	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	39	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	149	Not Applicable	Not Applicable
	"Fulton County, GA"	"13121"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	77	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2020"	"2020"	"Oct., 2020"	"2020/10"	11	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	24	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	11	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	13	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	25	Not Applicable	Not Applicable
	"Gilmer County, GA"	"13123"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2020"	"2020"	"Jul., 2020"	"2020/07"	21	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2020"	"2020"	"Aug., 2020"	"2020/08"	37	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2020"	"2020"	"Sep., 2020"	"2020/09"	20	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2020"	"2020"	"Dec., 2020"	"2020/12"	12	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	16	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	67	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	58	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	15	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	17	Not Applicable	Not Applicable
	"Glynn County, GA"	"13127"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	19	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2020"	"2020"	"Oct., 2020"	"2020/10"	10	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	25	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	21	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	38	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Gordon County, GA"	"13129"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Grady County, GA"	"13131"	"2020"	"2020"	"Aug., 2020"	"2020/08"	12	Not Applicable	Not Applicable
	"Grady County, GA"	"13131"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	10	Not Applicable	Not Applicable
	"Grady County, GA"	"13131"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	16	Not Applicable	Not Applicable
	"Greene County, GA"	"13133"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	14	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Apr., 2020"	"2020/04"	57	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"May, 2020"	"2020/05"	55	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Jun., 2020"	"2020/06"	29	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Jul., 2020"	"2020/07"	96	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Aug., 2020"	"2020/08"	88	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Sep., 2020"	"2020/09"	44	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Oct., 2020"	"2020/10"	21	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Nov., 2020"	"2020/11"	45	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2020"	"2020"	"Dec., 2020"	"2020/12"	90	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	208	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	92	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	56	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	38	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"May, 2021 (provisional)"	"2021/05"	19	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Jul., 2021 (provisional)"	"2021/07"	10	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	80	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	109	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	72	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	34	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	37	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	129	Not Applicable	Not Applicable
	"Gwinnett County, GA"	"13135"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	59	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2020"	"2020"	"May, 2020"	"2020/05"	12	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2020"	"2020"	"Dec., 2020"	"2020/12"	22	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	27	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	12	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	23	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Habersham County, GA"	"13137"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	20	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Apr., 2020"	"2020/04"	20	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"May, 2020"	"2020/05"	16	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Jul., 2020"	"2020/07"	20	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Aug., 2020"	"2020/08"	26	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Sep., 2020"	"2020/09"	17	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Oct., 2020"	"2020/10"	13	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Nov., 2020"	"2020/11"	14	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2020"	"2020"	"Dec., 2020"	"2020/12"	48	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	94	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	43	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	13	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	10	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	36	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	57	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	31	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	19	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	17	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	39	Not Applicable	Not Applicable
	"Hall County, GA"	"13139"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Hancock County, GA"	"13141"	"2020"	"2020"	"May, 2020"	"2020/05"	14	Not Applicable	Not Applicable
	"Hancock County, GA"	"13141"	"2020"	"2020"	"Aug., 2020"	"2020/08"	10	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2020"	"2020"	"Nov., 2020"	"2020/11"	19	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2020"	"2020"	"Dec., 2020"	"2020/12"	14	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	16	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	20	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	11	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	14	Not Applicable	Not Applicable
	"Haralson County, GA"	"13143"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Harris County, GA"	"13145"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	15	Not Applicable	Not Applicable
	"Harris County, GA"	"13145"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Harris County, GA"	"13145"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	10	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2020"	"2020"	"Aug., 2020"	"2020/08"	10	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	11	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	12	Not Applicable	Not Applicable
	"Hart County, GA"	"13147"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"Apr., 2020"	"2020/04"	18	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"May, 2020"	"2020/05"	11	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"Jul., 2020"	"2020/07"	22	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"Aug., 2020"	"2020/08"	35	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"Oct., 2020"	"2020/10"	12	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"Nov., 2020"	"2020/11"	12	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2020"	"2020"	"Dec., 2020"	"2020/12"	28	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	68	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	32	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	15	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Apr., 2021 (provisional)"	"2021/04"	13	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	40	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	90	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	27	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	14	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	15	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	66	Not Applicable	Not Applicable
	"Henry County, GA"	"13151"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2020"	"2020"	"Jul., 2020"	"2020/07"	19	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2020"	"2020"	"Aug., 2020"	"2020/08"	15	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2020"	"2020"	"Sep., 2020"	"2020/09"	14	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2020"	"2020"	"Dec., 2020"	"2020/12"	27	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	53	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	30	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	11	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	35	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	63	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	29	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	22	Not Applicable	Not Applicable
	"Houston County, GA"	"13153"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2020"	"2020"	"Sep., 2020"	"2020/09"	10	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2020"	"2020"	"Nov., 2020"	"2020/11"	10	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2020"	"2020"	"Dec., 2020"	"2020/12"	23	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	29	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	11	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	26	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	25	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	19	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	12	Not Applicable	Not Applicable
	"Jackson County, GA"	"13157"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Jasper County, GA"	"13159"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	13	Not Applicable	Not Applicable
	"Jasper County, GA"	"13159"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	12	Not Applicable	Not Applicable
	"Jasper County, GA"	"13159"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	12	Not Applicable	Not Applicable
	"Jeff Davis County, GA"	"13161"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	10	Not Applicable	Not Applicable
	"Jefferson County, GA"	"13163"	"2020"	"2020"	"Aug., 2020"	"2020/08"	10	Not Applicable	Not Applicable
	"Jefferson County, GA"	"13163"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	17	Not Applicable	Not Applicable
	"Jefferson County, GA"	"13163"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	12	Not Applicable	Not Applicable
	"Jenkins County, GA"	"13165"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	10	Not Applicable	Not Applicable
	"Jones County, GA"	"13169"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	13	Not Applicable	Not Applicable
	"Jones County, GA"	"13169"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	18	Not Applicable	Not Applicable
	"Lamar County, GA"	"13171"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	13	Not Applicable	Not Applicable
	"Lamar County, GA"	"13171"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	18	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2020"	"2020"	"Aug., 2020"	"2020/08"	45	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2020"	"2020"	"Sep., 2020"	"2020/09"	15	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2020"	"2020"	"Oct., 2020"	"2020/10"	17	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2020"	"2020"	"Dec., 2020"	"2020/12"	11	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	16	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	38	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	25	Not Applicable	Not Applicable
	"Laurens County, GA"	"13175"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	12	Not Applicable	Not Applicable
	"Lee County, GA"	"13177"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	12	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	"2020"	"2020"	"Aug., 2020"	"2020/08"	21	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	23	Not Applicable	Not Applicable
	"Liberty County, GA"	"13179"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	36	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2020"	"2020"	"Jul., 2020"	"2020/07"	32	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2020"	"2020"	"Aug., 2020"	"2020/08"	27	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2020"	"2020"	"Dec., 2020"	"2020/12"	13	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	30	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	55	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	35	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Lowndes County, GA"	"13185"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	15	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	"2020"	"2020"	"Dec., 2020"	"2020/12"	10	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	29	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	14	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	11	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	11	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	10	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	11	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	22	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	14	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	15	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2020"	"2020"	"Apr., 2020"	"2020/04"	20	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	11	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	17	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	20	Not Applicable	Not Applicable
	"Montgomery County, GA"	"13209"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	10	Not Applicable	Not Applicable
	"Montgomery County, GA"	"13209"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	12	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2020"	"2020"	"Nov., 2020"	"2020/11"	17	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2020"	"2020"	"Dec., 2020"	"2020/12"	14	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	16	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	12	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	21	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"May, 2020"	"2020/05"	14	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"Jun., 2020"	"2020/06"	22	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"Jul., 2020"	"2020/07"	42	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"Aug., 2020"	"2020/08"	35	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"Oct., 2020"	"2020/10"	12	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"Nov., 2020"	"2020/11"	12	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	"Dec., 2020"	"2020/12"	33	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	106	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	51	Not Applicable	Not Applicable
