"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Clayton County, IA"	"19043"	556	Not Applicable	Not Applicable
	"Clinton County, IA"	"19045"	1592	Not Applicable	Not Applicable
	"Crawford County, IA"	"19047"	443	Not Applicable	Not Applicable
	"Dallas County, IA"	"19049"	1542	Not Applicable	Not Applicable
	"Davis County, IA"	"19051"	250	Not Applicable	Not Applicable
	"Decatur County, IA"	"19053"	248	Not Applicable	Not Applicable
	"Delaware County, IA"	"19055"	510	Not Applicable	Not Applicable
	"Des Moines County, IA"	"19057"	1326	Not Applicable	Not Applicable
	"Dickinson County, IA"	"19059"	545	Not Applicable	Not Applicable
	"Dubuque County, IA"	"19061"	2633	Not Applicable	Not Applicable
	"Emmet County, IA"	"19063"	354	Not Applicable	Not Applicable
	"Fayette County, IA"	"19065"	690	Not Applicable	Not Applicable
	"Floyd County, IA"	"19067"	544	Not Applicable	Not Applicable
	"Franklin County, IA"	"19069"	377	Not Applicable	Not Applicable
	"Fremont County, IA"	"19071"	237	Not Applicable	Not Applicable
	"Greene County, IA"	"19073"	300	Not Applicable	Not Applicable
	"Grundy County, IA"	"19075"	402	Not Applicable	Not Applicable
	"Guthrie County, IA"	"19077"	352	Not Applicable	Not Applicable
	"Hamilton County, IA"	"19079"	509	Not Applicable	Not Applicable
	"Hancock County, IA"	"19081"	366	Not Applicable	Not Applicable
	"Hardin County, IA"	"19083"	647	Not Applicable	Not Applicable
	"Harrison County, IA"	"19085"	558	Not Applicable	Not Applicable
	"Henry County, IA"	"19087"	661	Not Applicable	Not Applicable
	"Howard County, IA"	"19089"	328	Not Applicable	Not Applicable
	"Humboldt County, IA"	"19091"	305	Not Applicable	Not Applicable
	"Ida County, IA"	"19093"	280	Not Applicable	Not Applicable
	"Iowa County, IA"	"19095"	552	Not Applicable	Not Applicable
	"Jackson County, IA"	"19097"	646	Not Applicable	Not Applicable
	"Jasper County, IA"	"19099"	1111	Not Applicable	Not Applicable
	"Jefferson County, IA"	"19101"	493	Not Applicable	Not Applicable
	"Johnson County, IA"	"19103"	2221	Not Applicable	Not Applicable
	"Jones County, IA"	"19105"	613	Not Applicable	Not Applicable
	"Keokuk County, IA"	"19107"	370	Not Applicable	Not Applicable
	"Kossuth County, IA"	"19109"	511	Not Applicable	Not Applicable
	"Lee County, IA"	"19111"	1289	Not Applicable	Not Applicable
	"Linn County, IA"	"19113"	5479	Not Applicable	Not Applicable
	"Louisa County, IA"	"19115"	315	Not Applicable	Not Applicable
	"Lucas County, IA"	"19117"	305	Not Applicable	Not Applicable
	"Lyon County, IA"	"19119"	277	Not Applicable	Not Applicable
	"Madison County, IA"	"19121"	404	Not Applicable	Not Applicable
	"Mahaska County, IA"	"19123"	714	Not Applicable	Not Applicable
	"Marion County, IA"	"19125"	961	Not Applicable	Not Applicable
	"Marshall County, IA"	"19127"	1366	Not Applicable	Not Applicable
	"Mills County, IA"	"19129"	412	Not Applicable	Not Applicable
	"Mitchell County, IA"	"19131"	377	Not Applicable	Not Applicable
	"Monona County, IA"	"19133"	418	Not Applicable	Not Applicable
	"Monroe County, IA"	"19135"	305	Not Applicable	Not Applicable
	"Montgomery County, IA"	"19137"	431	Not Applicable	Not Applicable
	"Muscatine County, IA"	"19139"	1201	Not Applicable	Not Applicable
	"O'Brien County, IA"	"19141"	532	Not Applicable	Not Applicable
	"Osceola County, IA"	"19143"	215	Not Applicable	Not Applicable
	"Page County, IA"	"19145"	552	Not Applicable	Not Applicable
	"Palo Alto County, IA"	"19147"	340	Not Applicable	Not Applicable
	"Plymouth County, IA"	"19149"	698	Not Applicable	Not Applicable
	"Pocahontas County, IA"	"19151"	268	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	11043	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	2891	Not Applicable	Not Applicable
	"Poweshiek County, IA"	"19157"	590	Not Applicable	Not Applicable
	"Ringgold County, IA"	"19159"	227	Not Applicable	Not Applicable
	"Sac County, IA"	"19161"	385	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	4624	Not Applicable	Not Applicable
	"Shelby County, IA"	"19165"	420	Not Applicable	Not Applicable
	"Sioux County, IA"	"19167"	721	Not Applicable	Not Applicable
	"Story County, IA"	"19169"	1528	Not Applicable	Not Applicable
	"Tama County, IA"	"19171"	582	Not Applicable	Not Applicable
	"Taylor County, IA"	"19173"	225	Not Applicable	Not Applicable
	"Union County, IA"	"19175"	432	Not Applicable	Not Applicable
	"Van Buren County, IA"	"19177"	228	Not Applicable	Not Applicable
	"Wapello County, IA"	"19179"	1247	Not Applicable	Not Applicable
	"Warren County, IA"	"19181"	1299	Not Applicable	Not Applicable
	"Washington County, IA"	"19183"	717	Not Applicable	Not Applicable
	"Wayne County, IA"	"19185"	236	Not Applicable	Not Applicable
	"Webster County, IA"	"19187"	1292	Not Applicable	Not Applicable
	"Winnebago County, IA"	"19189"	339	Not Applicable	Not Applicable
	"Winneshiek County, IA"	"19191"	504	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	2854	Not Applicable	Not Applicable
	"Worth County, IA"	"19195"	217	Not Applicable	Not Applicable
	"Wright County, IA"	"19197"	478	Not Applicable	Not Applicable
	"Allen County, KS"	"20001"	464	Not Applicable	Not Applicable
	"Anderson County, KS"	"20003"	271	Not Applicable	Not Applicable
	"Atchison County, KS"	"20005"	479	Not Applicable	Not Applicable
	"Barber County, KS"	"20007"	184	Not Applicable	Not Applicable
	"Barton County, KS"	"20009"	903	Not Applicable	Not Applicable
	"Bourbon County, KS"	"20011"	530	Not Applicable	Not Applicable
	"Brown County, KS"	"20013"	403	Not Applicable	Not Applicable
	"Butler County, KS"	"20015"	1959	Not Applicable	Not Applicable
	"Chase County, KS"	"20017"	79	Not Applicable	Not Applicable
	"Chautauqua County, KS"	"20019"	146	Not Applicable	Not Applicable
	"Cherokee County, KS"	"20021"	780	Not Applicable	Not Applicable
	"Cheyenne County, KS"	"20023"	112	Not Applicable	Not Applicable
	"Clark County, KS"	"20025"	80	Not Applicable	Not Applicable
	"Clay County, KS"	"20027"	280	Not Applicable	Not Applicable
	"Cloud County, KS"	"20029"	403	Not Applicable	Not Applicable
	"Coffey County, KS"	"20031"	300	Not Applicable	Not Applicable
	"Comanche County, KS"	"20033"	76	Not Applicable	Not Applicable
	"Cowley County, KS"	"20035"	1251	Not Applicable	Not Applicable
	"Crawford County, KS"	"20037"	1356	Not Applicable	Not Applicable
	"Decatur County, KS"	"20039"	121	Not Applicable	Not Applicable
	"Dickinson County, KS"	"20041"	693	Not Applicable	Not Applicable
	"Doniphan County, KS"	"20043"	266	Not Applicable	Not Applicable
	"Douglas County, KS"	"20045"	2136	Not Applicable	Not Applicable
	"Edwards County, KS"	"20047"	169	Not Applicable	Not Applicable
	"Elk County, KS"	"20049"	110	Not Applicable	Not Applicable
	"Ellis County, KS"	"20051"	671	Not Applicable	Not Applicable
	"Ellsworth County, KS"	"20053"	228	Not Applicable	Not Applicable
	"Finney County, KS"	"20055"	769	Not Applicable	Not Applicable
	"Ford County, KS"	"20057"	718	Not Applicable	Not Applicable
	"Franklin County, KS"	"20059"	829	Not Applicable	Not Applicable
	"Geary County, KS"	"20061"	672	Not Applicable	Not Applicable
	"Gove County, KS"	"20063"	120	Not Applicable	Not Applicable
	"Graham County, KS"	"20065"	97	Not Applicable	Not Applicable
	"Grant County, KS"	"20067"	160	Not Applicable	Not Applicable
	"Gray County, KS"	"20069"	155	Not Applicable	Not Applicable
	"Greeley County, KS"	"20071"	73	Not Applicable	Not Applicable
	"Greenwood County, KS"	"20073"	288	Not Applicable	Not Applicable
	"Hamilton County, KS"	"20075"	71	Not Applicable	Not Applicable
	"Harper County, KS"	"20077"	228	Not Applicable	Not Applicable
	"Harvey County, KS"	"20079"	1193	Not Applicable	Not Applicable
	"Haskell County, KS"	"20081"	91	Not Applicable	Not Applicable
	"Hodgeman County, KS"	"20083"	82	Not Applicable	Not Applicable
	"Jackson County, KS"	"20085"	397	Not Applicable	Not Applicable
	"Jefferson County, KS"	"20087"	555	Not Applicable	Not Applicable
	"Jewell County, KS"	"20089"	110	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	12017	Not Applicable	Not Applicable
	"Kearny County, KS"	"20093"	112	Not Applicable	Not Applicable
	"Kingman County, KS"	"20095"	634	Not Applicable	Not Applicable
	"Kiowa County, KS"	"20097"	88	Not Applicable	Not Applicable
	"Labette County, KS"	"20099"	722	Not Applicable	Not Applicable
	"Lane County, KS"	"20101"	84	Not Applicable	Not Applicable
	"Leavenworth County, KS"	"20103"	1994	Not Applicable	Not Applicable
	"Lincoln County, KS"	"20105"	109	Not Applicable	Not Applicable
	"Linn County, KS"	"20107"	400	Not Applicable	Not Applicable
	"Logan County, KS"	"20109"	117	Not Applicable	Not Applicable
	"Lyon County, KS"	"20111"	857	Not Applicable	Not Applicable
	"McPherson County, KS"	"20113"	1021	Not Applicable	Not Applicable
	"Marion County, KS"	"20115"	463	Not Applicable	Not Applicable
	"Marshall County, KS"	"20117"	348	Not Applicable	Not Applicable
	"Meade County, KS"	"20119"	157	Not Applicable	Not Applicable
	"Miami County, KS"	"20121"	969	Not Applicable	Not Applicable
	"Mitchell County, KS"	"20123"	220	Not Applicable	Not Applicable
	"Montgomery County, KS"	"20125"	1284	Not Applicable	Not Applicable
	"Morris County, KS"	"20127"	219	Not Applicable	Not Applicable
	"Morton County, KS"	"20129"	97	Not Applicable	Not Applicable
	"Nemaha County, KS"	"20131"	361	Not Applicable	Not Applicable
	"Neosho County, KS"	"20133"	593	Not Applicable	Not Applicable
	"Ness County, KS"	"20135"	133	Not Applicable	Not Applicable
	"Norton County, KS"	"20137"	178	Not Applicable	Not Applicable
	"Osage County, KS"	"20139"	620	Not Applicable	Not Applicable
	"Osborne County, KS"	"20141"	146	Not Applicable	Not Applicable
	"Ottawa County, KS"	"20143"	177	Not Applicable	Not Applicable
	"Pawnee County, KS"	"20145"	236	Not Applicable	Not Applicable
	"Phillips County, KS"	"20147"	189	Not Applicable	Not Applicable
	"Pottawatomie County, KS"	"20149"	533	Not Applicable	Not Applicable
	"Pratt County, KS"	"20151"	331	Not Applicable	Not Applicable
	"Rawlins County, KS"	"20153"	97	Not Applicable	Not Applicable
	"Reno County, KS"	"20155"	2178	Not Applicable	Not Applicable
	"Republic County, KS"	"20157"	220	Not Applicable	Not Applicable
	"Rice County, KS"	"20159"	349	Not Applicable	Not Applicable
	"Riley County, KS"	"20161"	1070	Not Applicable	Not Applicable
	"Rooks County, KS"	"20163"	175	Not Applicable	Not Applicable
	"Rush County, KS"	"20165"	168	Not Applicable	Not Applicable
	"Russell County, KS"	"20167"	277	Not Applicable	Not Applicable
	"Saline County, KS"	"20169"	1732	Not Applicable	Not Applicable
	"Scott County, KS"	"20171"	159	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	14270	Not Applicable	Not Applicable
	"Seward County, KS"	"20175"	408	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	5604	Not Applicable	Not Applicable
	"Sheridan County, KS"	"20179"	110	Not Applicable	Not Applicable
	"Sherman County, KS"	"20181"	166	Not Applicable	Not Applicable
	"Smith County, KS"	"20183"	149	Not Applicable	Not Applicable
	"Stafford County, KS"	"20185"	178	Not Applicable	Not Applicable
	"Stanton County, KS"	"20187"	44	Not Applicable	Not Applicable
	"Stevens County, KS"	"20189"	149	Not Applicable	Not Applicable
	"Sumner County, KS"	"20191"	807	Not Applicable	Not Applicable
	"Thomas County, KS"	"20193"	202	Not Applicable	Not Applicable
	"Trego County, KS"	"20195"	104	Not Applicable	Not Applicable
	"Wabaunsee County, KS"	"20197"	193	Not Applicable	Not Applicable
	"Wallace County, KS"	"20199"	45	Not Applicable	Not Applicable
	"Washington County, KS"	"20201"	197	Not Applicable	Not Applicable
	"Wichita County, KS"	"20203"	78	Not Applicable	Not Applicable
	"Wilson County, KS"	"20205"	364	Not Applicable	Not Applicable
	"Woodson County, KS"	"20207"	150	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	4193	Not Applicable	Not Applicable
	"Adair County, KY"	"21001"	705	Not Applicable	Not Applicable
	"Allen County, KY"	"21003"	711	Not Applicable	Not Applicable
	"Anderson County, KY"	"21005"	718	Not Applicable	Not Applicable
	"Ballard County, KY"	"21007"	314	Not Applicable	Not Applicable
	"Barren County, KY"	"21009"	1567	Not Applicable	Not Applicable
	"Bath County, KY"	"21011"	516	Not Applicable	Not Applicable
	"Bell County, KY"	"21013"	1226	Not Applicable	Not Applicable
	"Boone County, KY"	"21015"	2877	Not Applicable	Not Applicable
	"Bourbon County, KY"	"21017"	717	Not Applicable	Not Applicable
	"Boyd County, KY"	"21019"	1999	Not Applicable	Not Applicable
	"Boyle County, KY"	"21021"	1044	Not Applicable	Not Applicable
	"Bracken County, KY"	"21023"	302	Not Applicable	Not Applicable
	"Breathitt County, KY"	"21025"	611	Not Applicable	Not Applicable
	"Breckinridge County, KY"	"21027"	819	Not Applicable	Not Applicable
	"Bullitt County, KY"	"21029"	2154	Not Applicable	Not Applicable
	"Butler County, KY"	"21031"	468	Not Applicable	Not Applicable
	"Caldwell County, KY"	"21033"	480	Not Applicable	Not Applicable
	"Calloway County, KY"	"21035"	1259	Not Applicable	Not Applicable
	"Campbell County, KY"	"21037"	2394	Not Applicable	Not Applicable
	"Carlisle County, KY"	"21039"	240	Not Applicable	Not Applicable
	"Carroll County, KY"	"21041"	392	Not Applicable	Not Applicable
	"Carter County, KY"	"21043"	1063	Not Applicable	Not Applicable
	"Casey County, KY"	"21045"	617	Not Applicable	Not Applicable
	"Christian County, KY"	"21047"	2018	Not Applicable	Not Applicable
	"Clark County, KY"	"21049"	1256	Not Applicable	Not Applicable
	"Clay County, KY"	"21051"	874	Not Applicable	Not Applicable
	"Clinton County, KY"	"21053"	418	Not Applicable	Not Applicable
	"Crittenden County, KY"	"21055"	366	Not Applicable	Not Applicable
	"Cumberland County, KY"	"21057"	289	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	3165	Not Applicable	Not Applicable
	"Edmonson County, KY"	"21061"	444	Not Applicable	Not Applicable
	"Elliott County, KY"	"21063"	235	Not Applicable	Not Applicable
	"Estill County, KY"	"21065"	633	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	7259	Not Applicable	Not Applicable
	"Fleming County, KY"	"21069"	546	Not Applicable	Not Applicable
	"Floyd County, KY"	"21071"	1683	Not Applicable	Not Applicable
	"Franklin County, KY"	"21073"	1774	Not Applicable	Not Applicable
	"Fulton County, KY"	"21075"	309	Not Applicable	Not Applicable
	"Gallatin County, KY"	"21077"	290	Not Applicable	Not Applicable
	"Garrard County, KY"	"21079"	603	Not Applicable	Not Applicable
	"Grant County, KY"	"21081"	769	Not Applicable	Not Applicable
	"Graves County, KY"	"21083"	1389	Not Applicable	Not Applicable
	"Grayson County, KY"	"21085"	1044	Not Applicable	Not Applicable
	"Green County, KY"	"21087"	420	Not Applicable	Not Applicable
	"Greenup County, KY"	"21089"	1470	Not Applicable	Not Applicable
	"Hancock County, KY"	"21091"	287	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	3251	Not Applicable	Not Applicable
	"Harlan County, KY"	"21095"	1403	Not Applicable	Not Applicable
	"Harrison County, KY"	"21097"	709	Not Applicable	Not Applicable
	"Hart County, KY"	"21099"	663	Not Applicable	Not Applicable
	"Henderson County, KY"	"21101"	1580	Not Applicable	Not Applicable
	"Henry County, KY"	"21103"	544	Not Applicable	Not Applicable
	"Hickman County, KY"	"21105"	215	Not Applicable	Not Applicable
	"Hopkins County, KY"	"21107"	1818	Not Applicable	Not Applicable
	"Jackson County, KY"	"21109"	529	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	24020	Not Applicable	Not Applicable
	"Jessamine County, KY"	"21113"	1433	Not Applicable	Not Applicable
	"Johnson County, KY"	"21115"	984	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	4223	Not Applicable	Not Applicable
	"Knott County, KY"	"21119"	649	Not Applicable	Not Applicable
	"Knox County, KY"	"21121"	1285	Not Applicable	Not Applicable
	"Larue County, KY"	"21123"	512	Not Applicable	Not Applicable
	"Laurel County, KY"	"21125"	2169	Not Applicable	Not Applicable
	"Lawrence County, KY"	"21127"	639	Not Applicable	Not Applicable
	"Lee County, KY"	"21129"	353	Not Applicable	Not Applicable
	"Leslie County, KY"	"21131"	477	Not Applicable	Not Applicable
	"Letcher County, KY"	"21133"	1051	Not Applicable	Not Applicable
	"Lewis County, KY"	"21135"	549	Not Applicable	Not Applicable
	"Lincoln County, KY"	"21137"	1000	Not Applicable	Not Applicable
	"Livingston County, KY"	"21139"	448	Not Applicable	Not Applicable
	"Logan County, KY"	"21141"	946	Not Applicable	Not Applicable
	"Lyon County, KY"	"21143"	346	Not Applicable	Not Applicable
	"McCracken County, KY"	"21145"	2507	Not Applicable	Not Applicable
	"McCreary County, KY"	"21147"	669	Not Applicable	Not Applicable
	"McLean County, KY"	"21149"	356	Not Applicable	Not Applicable
	"Madison County, KY"	"21151"	2549	Not Applicable	Not Applicable
	"Magoffin County, KY"	"21153"	514	Not Applicable	Not Applicable
	"Marion County, KY"	"21155"	653	Not Applicable	Not Applicable
	"Marshall County, KY"	"21157"	1201	Not Applicable	Not Applicable
	"Martin County, KY"	"21159"	437	Not Applicable	Not Applicable
	"Mason County, KY"	"21161"	643	Not Applicable	Not Applicable
	"Meade County, KY"	"21163"	790	Not Applicable	Not Applicable
	"Menifee County, KY"	"21165"	268	Not Applicable	Not Applicable
	"Mercer County, KY"	"21167"	822	Not Applicable	Not Applicable
	"Metcalfe County, KY"	"21169"	423	Not Applicable	Not Applicable
	"Monroe County, KY"	"21171"	456	Not Applicable	Not Applicable
	"Montgomery County, KY"	"21173"	979	Not Applicable	Not Applicable
	"Morgan County, KY"	"21175"	443	Not Applicable	Not Applicable
	"Muhlenberg County, KY"	"21177"	1157	Not Applicable	Not Applicable
	"Nelson County, KY"	"21179"	1412	Not Applicable	Not Applicable
	"Nicholas County, KY"	"21181"	284	Not Applicable	Not Applicable
	"Ohio County, KY"	"21183"	860	Not Applicable	Not Applicable
	"Oldham County, KY"	"21185"	1243	Not Applicable	Not Applicable
	"Owen County, KY"	"21187"	390	Not Applicable	Not Applicable
	"Owsley County, KY"	"21189"	231	Not Applicable	Not Applicable
	"Pendleton County, KY"	"21191"	478	Not Applicable	Not Applicable
	"Perry County, KY"	"21193"	1367	Not Applicable	Not Applicable
	"Pike County, KY"	"21195"	2562	Not Applicable	Not Applicable
	"Powell County, KY"	"21197"	541	Not Applicable	Not Applicable
	"Pulaski County, KY"	"21199"	2513	Not Applicable	Not Applicable
	"Robertson County, KY"	"21201"	104	Not Applicable	Not Applicable
	"Rockcastle County, KY"	"21203"	699	Not Applicable	Not Applicable
	"Rowan County, KY"	"21205"	754	Not Applicable	Not Applicable
	"Russell County, KY"	"21207"	764	Not Applicable	Not Applicable
	"Scott County, KY"	"21209"	1280	Not Applicable	Not Applicable
	"Shelby County, KY"	"21211"	1257	Not Applicable	Not Applicable
	"Simpson County, KY"	"21213"	662	Not Applicable	Not Applicable
	"Spencer County, KY"	"21215"	486	Not Applicable	Not Applicable
	"Taylor County, KY"	"21217"	1029	Not Applicable	Not Applicable
	"Todd County, KY"	"21219"	401	Not Applicable	Not Applicable
	"Trigg County, KY"	"21221"	598	Not Applicable	Not Applicable
	"Trimble County, KY"	"21223"	327	Not Applicable	Not Applicable
	"Union County, KY"	"21225"	507	Not Applicable	Not Applicable
	"Warren County, KY"	"21227"	3269	Not Applicable	Not Applicable
	"Washington County, KY"	"21229"	426	Not Applicable	Not Applicable
	"Wayne County, KY"	"21231"	787	Not Applicable	Not Applicable
	"Webster County, KY"	"21233"	513	Not Applicable	Not Applicable
	"Whitley County, KY"	"21235"	1518	Not Applicable	Not Applicable
	"Wolfe County, KY"	"21237"	350	Not Applicable	Not Applicable
	"Woodford County, KY"	"21239"	751	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	2201	Not Applicable	Not Applicable
	"Allen Parish, LA"	"22003"	875	Not Applicable	Not Applicable
	"Ascension Parish, LA"	"22005"	2587	Not Applicable	Not Applicable
	"Assumption Parish, LA"	"22007"	717	Not Applicable	Not Applicable
	"Avoyelles Parish, LA"	"22009"	1525	Not Applicable	Not Applicable
	"Beauregard Parish, LA"	"22011"	1165	Not Applicable	Not Applicable
	"Bienville Parish, LA"	"22013"	636	Not Applicable	Not Applicable
	"Bossier Parish, LA"	"22015"	3387	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	8594	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	6094	Not Applicable	Not Applicable
	"Caldwell Parish, LA"	"22021"	394	Not Applicable	Not Applicable
	"Cameron Parish, LA"	"22023"	147	Not Applicable	Not Applicable
	"Catahoula Parish, LA"	"22025"	383	Not Applicable	Not Applicable
	"Claiborne Parish, LA"	"22027"	539	Not Applicable	Not Applicable
	"Concordia Parish, LA"	"22029"	739	Not Applicable	Not Applicable
	"De Soto Parish, LA"	"22031"	915	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	12346	Not Applicable	Not Applicable
	"East Carroll Parish, LA"	"22035"	253	Not Applicable	Not Applicable
	"East Feliciana Parish, LA"	"22037"	757	Not Applicable	Not Applicable
	"Evangeline Parish, LA"	"22039"	1170	Not Applicable	Not Applicable
	"Franklin Parish, LA"	"22041"	826	Not Applicable	Not Applicable
	"Grant Parish, LA"	"22043"	711	Not Applicable	Not Applicable
	"Iberia Parish, LA"	"22045"	2340	Not Applicable	Not Applicable
	"Iberville Parish, LA"	"22047"	1088	Not Applicable	Not Applicable
	"Jackson Parish, LA"	"22049"	571	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	12734	Not Applicable	Not Applicable
	"Jefferson Davis Parish, LA"	"22053"	1177	Not Applicable	Not Applicable
	"Lafayette Parish, LA"	"22055"	5891	Not Applicable	Not Applicable
	"Lafourche Parish, LA"	"22057"	2922	Not Applicable	Not Applicable
	"LaSalle Parish, LA"	"22059"	529	Not Applicable	Not Applicable
	"Lincoln Parish, LA"	"22061"	1205	Not Applicable	Not Applicable
	"Livingston Parish, LA"	"22063"	3744	Not Applicable	Not Applicable
	"Madison Parish, LA"	"22065"	346	Not Applicable	Not Applicable
	"Morehouse Parish, LA"	"22067"	1188	Not Applicable	Not Applicable
	"Natchitoches Parish, LA"	"22069"	1290	Not Applicable	Not Applicable
	"Orleans Parish, LA"	"22071"	10399	Not Applicable	Not Applicable
	"Ouachita Parish, LA"	"22073"	5032	Not Applicable	Not Applicable
	"Plaquemines Parish, LA"	"22075"	567	Not Applicable	Not Applicable
	"Pointe Coupee Parish, LA"	"22077"	850	Not Applicable	Not Applicable
	"Rapides Parish, LA"	"22079"	4822	Not Applicable	Not Applicable
	"Red River Parish, LA"	"22081"	345	Not Applicable	Not Applicable
	"Richland Parish, LA"	"22083"	744	Not Applicable	Not Applicable
	"Sabine Parish, LA"	"22085"	955	Not Applicable	Not Applicable
	"St. Bernard Parish, LA"	"22087"	1155	Not Applicable	Not Applicable
	"St. Charles Parish, LA"	"22089"	1284	Not Applicable	Not Applicable
	"St. Helena Parish, LA"	"22091"	418	Not Applicable	Not Applicable
	"St. James Parish, LA"	"22093"	613	Not Applicable	Not Applicable
	"St. John the Baptist Parish, LA"	"22095"	1194	Not Applicable	Not Applicable
	"St. Landry Parish, LA"	"22097"	3178	Not Applicable	Not Applicable
	"St. Martin Parish, LA"	"22099"	1640	Not Applicable	Not Applicable
	"St. Mary Parish, LA"	"22101"	1781	Not Applicable	Not Applicable
	"St. Tammany Parish, LA"	"22103"	7203	Not Applicable	Not Applicable
	"Tangipahoa Parish, LA"	"22105"	4201	Not Applicable	Not Applicable
	"Tensas Parish, LA"	"22107"	191	Not Applicable	Not Applicable
	"Terrebonne Parish, LA"	"22109"	3232	Not Applicable	Not Applicable
	"Union Parish, LA"	"22111"	966	Not Applicable	Not Applicable
	"Vermilion Parish, LA"	"22113"	1851	Not Applicable	Not Applicable
	"Vernon Parish, LA"	"22115"	1295	Not Applicable	Not Applicable
	"Washington Parish, LA"	"22117"	1876	Not Applicable	Not Applicable
	"Webster Parish, LA"	"22119"	1666	Not Applicable	Not Applicable
	"West Baton Rouge Parish, LA"	"22121"	706	Not Applicable	Not Applicable
	"West Carroll Parish, LA"	"22123"	428	Not Applicable	Not Applicable
	"West Feliciana Parish, LA"	"22125"	443	Not Applicable	Not Applicable
	"Winn Parish, LA"	"22127"	551	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	3461	Not Applicable	Not Applicable
	"Aroostook County, ME"	"23003"	2670	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	7678	Not Applicable	Not Applicable
	"Franklin County, ME"	"23007"	949	Not Applicable	Not Applicable
	"Hancock County, ME"	"23009"	1775	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	3891	Not Applicable	Not Applicable
	"Knox County, ME"	"23013"	1260	Not Applicable	Not Applicable
	"Lincoln County, ME"	"23015"	1162	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	1990	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	4836	Not Applicable	Not Applicable
	"Piscataquis County, ME"	"23021"	678	Not Applicable	Not Applicable
	"Sagadahoc County, ME"	"23023"	1019	Not Applicable	Not Applicable
	"Somerset County, ME"	"23025"	1860	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	1262	Not Applicable	Not Applicable
	"Washington County, ME"	"23029"	1367	Not Applicable	Not Applicable
	"York County, ME"	"23031"	5837	Not Applicable	Not Applicable
	"Allegany County, MD"	"24001"	2735	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	12527	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	23803	Not Applicable	Not Applicable
	"Calvert County, MD"	"24009"	2129	Not Applicable	Not Applicable
	"Caroline County, MD"	"24011"	1057	Not Applicable	Not Applicable
	"Carroll County, MD"	"24013"	4670	Not Applicable	Not Applicable
	"Cecil County, MD"	"24015"	3142	Not Applicable	Not Applicable
	"Charles County, MD"	"24017"	3672	Not Applicable	Not Applicable
	"Dorchester County, MD"	"24019"	1204	Not Applicable	Not Applicable
	"Frederick County, MD"	"24021"	5554	Not Applicable	Not Applicable
	"Garrett County, MD"	"24023"	1009	Not Applicable	Not Applicable
	"Harford County, MD"	"24025"	6516	Not Applicable	Not Applicable
	"Howard County, MD"	"24027"	5096	Not Applicable	Not Applicable
	"Kent County, MD"	"24029"	779	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	18181	Not Applicable	Not Applicable
	"Prince George's County, MD"	"24033"	19971	Not Applicable	Not Applicable
	"Queen Anne's County, MD"	"24035"	1250	Not Applicable	Not Applicable
	"St. Mary's County, MD"	"24037"	2598	Not Applicable	Not Applicable
	"Somerset County, MD"	"24039"	844	Not Applicable	Not Applicable
	"Talbot County, MD"	"24041"	1383	Not Applicable	Not Applicable
	"Washington County, MD"	"24043"	4992	Not Applicable	Not Applicable
	"Wicomico County, MD"	"24045"	2986	Not Applicable	Not Applicable
	"Worcester County, MD"	"24047"	1839	Not Applicable	Not Applicable
	"Baltimore city, MD"	"24510"	19071	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	8125	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	4261	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	15746	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	429	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	19533	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	1947	Not Applicable	Not Applicable
