"Notes"	"Month"	"Month Code"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Nov., 2020"	"2020/11"	"Christian County, MO"	"29043"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Clark County, MO"	"29045"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Clay County, MO"	"29047"	72	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Clinton County, MO"	"29049"	22	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cole County, MO"	"29051"	62	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dade County, MO"	"29057"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dallas County, MO"	"29059"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dunklin County, MO"	"29069"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Franklin County, MO"	"29071"	39	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Greene County, MO"	"29077"	94	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Harrison County, MO"	"29081"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Henry County, MO"	"29083"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hickory County, MO"	"29085"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Holt County, MO"	"29087"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Howell County, MO"	"29091"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Jackson County, MO"	"29095"	123	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Jasper County, MO"	"29097"	46	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Jefferson County, MO"	"29099"	41	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Johnson County, MO"	"29101"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Laclede County, MO"	"29105"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lafayette County, MO"	"29107"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lawrence County, MO"	"29109"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lincoln County, MO"	"29113"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Madison County, MO"	"29123"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Miller County, MO"	"29131"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"New Madrid County, MO"	"29143"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Newton County, MO"	"29145"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Perry County, MO"	"29157"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Pettis County, MO"	"29159"	23	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Phelps County, MO"	"29161"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Platte County, MO"	"29165"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Polk County, MO"	"29167"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Pulaski County, MO"	"29169"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Randolph County, MO"	"29175"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"St. Charles County, MO"	"29183"	98	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"St. Francois County, MO"	"29187"	31	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"St. Louis County, MO"	"29189"	220	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Saline County, MO"	"29195"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Scott County, MO"	"29201"	20	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Stoddard County, MO"	"29207"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Stone County, MO"	"29209"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Taney County, MO"	"29213"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Vernon County, MO"	"29217"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Washington County, MO"	"29221"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Webster County, MO"	"29225"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"St. Louis city, MO"	"29510"	44	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Blaine County, MT"	"30005"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cascade County, MT"	"30013"	55	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Flathead County, MT"	"30029"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Gallatin County, MT"	"30031"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Glacier County, MT"	"30035"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lewis and Clark County, MT"	"30049"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Missoula County, MT"	"30063"	22	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ravalli County, MT"	"30081"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Roosevelt County, MT"	"30085"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Silver Bow County, MT"	"30093"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Yellowstone County, MT"	"30111"	43	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Adams County, NE"	"31001"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Buffalo County, NE"	"31019"	32	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dakota County, NE"	"31043"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dawson County, NE"	"31047"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dodge County, NE"	"31053"	25	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Douglas County, NE"	"31055"	140	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Gage County, NE"	"31067"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hall County, NE"	"31079"	36	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lancaster County, NE"	"31109"	48	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lincoln County, NE"	"31111"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Madison County, NE"	"31119"	21	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Platte County, NE"	"31141"	21	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Sarpy County, NE"	"31153"	34	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Scotts Bluff County, NE"	"31157"	59	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Seward County, NE"	"31159"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Churchill County, NV"	"32001"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Clark County, NV"	"32003"	309	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lyon County, NV"	"32019"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Nye County, NV"	"32023"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Washoe County, NV"	"32031"	83	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Carson City, NV"	"32510"	22	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hillsborough County, NH"	"33011"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rockingham County, NH"	"33015"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Atlantic County, NJ"	"34001"	25	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Bergen County, NJ"	"34003"	77	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Burlington County, NJ"	"34005"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Camden County, NJ"	"34007"	50	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cape May County, NJ"	"34009"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cumberland County, NJ"	"34011"	20	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Essex County, NJ"	"34013"	95	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Gloucester County, NJ"	"34015"	36	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hudson County, NJ"	"34017"	63	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Mercer County, NJ"	"34021"	36	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Middlesex County, NJ"	"34023"	60	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Monmouth County, NJ"	"34025"	44	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Morris County, NJ"	"34027"	37	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ocean County, NJ"	"34029"	62	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Passaic County, NJ"	"34031"	74	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Somerset County, NJ"	"34035"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Union County, NJ"	"34039"	77	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Bernalillo County, NM"	"35001"	170	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Chaves County, NM"	"35005"	34	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cibola County, NM"	"35006"	32	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Curry County, NM"	"35009"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dona Ana County, NM"	"35013"	143	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Eddy County, NM"	"35015"	30	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lea County, NM"	"35025"	42	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Luna County, NM"	"35029"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"McKinley County, NM"	"35031"	44	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Otero County, NM"	"35035"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rio Arriba County, NM"	"35039"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Roosevelt County, NM"	"35041"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Sandoval County, NM"	"35043"	44	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"San Juan County, NM"	"35045"	54	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Santa Fe County, NM"	"35049"	33	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Sierra County, NM"	"35051"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Socorro County, NM"	"35053"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Taos County, NM"	"35055"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Valencia County, NM"	"35061"	23	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Albany County, NY"	"36001"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Allegany County, NY"	"36003"	36	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Bronx County, NY"	"36005"	39	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Broome County, NY"	"36007"	44	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cattaraugus County, NY"	"36009"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Chemung County, NY"	"36015"	32	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dutchess County, NY"	"36027"	25	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Erie County, NY"	"36029"	168	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Kings County, NY"	"36047"	99	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Monroe County, NY"	"36055"	45	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Nassau County, NY"	"36059"	51	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"New York County, NY"	"36061"	26	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Niagara County, NY"	"36063"	29	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Oneida County, NY"	"36065"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Onondaga County, NY"	"36067"	39	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Orange County, NY"	"36071"	22	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Queens County, NY"	"36081"	57	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rensselaer County, NY"	"36083"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Richmond County, NY"	"36085"	38	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rockland County, NY"	"36087"	33	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"St. Lawrence County, NY"	"36089"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Schenectady County, NY"	"36093"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Steuben County, NY"	"36101"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Suffolk County, NY"	"36103"	48	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Tioga County, NY"	"36107"	23	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wayne County, NY"	"36117"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Westchester County, NY"	"36119"	50	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Alamance County, NC"	"37001"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Alexander County, NC"	"37003"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ashe County, NC"	"37009"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Brunswick County, NC"	"37019"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Buncombe County, NC"	"37021"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cabarrus County, NC"	"37025"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Caldwell County, NC"	"37027"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Catawba County, NC"	"37035"	37	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cleveland County, NC"	"37045"	38	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Columbus County, NC"	"37047"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Craven County, NC"	"37049"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cumberland County, NC"	"37051"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Davidson County, NC"	"37057"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Durham County, NC"	"37063"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Forsyth County, NC"	"37067"	37	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Gaston County, NC"	"37071"	38	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Granville County, NC"	"37077"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Greene County, NC"	"37079"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Guilford County, NC"	"37081"	51	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Iredell County, NC"	"37097"	25	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Johnston County, NC"	"37101"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lenoir County, NC"	"37107"	20	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lincoln County, NC"	"37109"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"McDowell County, NC"	"37111"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Mecklenburg County, NC"	"37119"	65	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Nash County, NC"	"37127"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"New Hanover County, NC"	"37129"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Onslow County, NC"	"37133"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Pitt County, NC"	"37147"	26	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Randolph County, NC"	"37151"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Robeson County, NC"	"37155"	29	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rockingham County, NC"	"37157"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rowan County, NC"	"37159"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Rutherford County, NC"	"37161"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Sampson County, NC"	"37163"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Scotland County, NC"	"37165"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Surry County, NC"	"37171"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Union County, NC"	"37179"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wake County, NC"	"37183"	31	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wayne County, NC"	"37191"	26	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wilkes County, NC"	"37193"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wilson County, NC"	"37195"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Barnes County, ND"	"38003"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Burleigh County, ND"	"38015"	54	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cass County, ND"	"38017"	42	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Dickey County, ND"	"38021"	24	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Foster County, ND"	"38031"	13	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Grand Forks County, ND"	"38035"	30	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Morton County, ND"	"38059"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Pierce County, ND"	"38069"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ramsey County, ND"	"38071"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Stutsman County, ND"	"38093"	41	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Walsh County, ND"	"38099"	15	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ward County, ND"	"38101"	71	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Adams County, OH"	"39001"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Allen County, OH"	"39003"	42	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ashland County, OH"	"39005"	21	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ashtabula County, OH"	"39007"	24	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Auglaize County, OH"	"39011"	30	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Belmont County, OH"	"39013"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Butler County, OH"	"39017"	94	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Clark County, OH"	"39023"	44	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Clermont County, OH"	"39025"	34	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Columbiana County, OH"	"39029"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Coshocton County, OH"	"39031"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Crawford County, OH"	"39033"	25	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cuyahoga County, OH"	"39035"	209	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Darke County, OH"	"39037"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Defiance County, OH"	"39039"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Delaware County, OH"	"39041"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Erie County, OH"	"39043"	22	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Fairfield County, OH"	"39045"	34	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Fayette County, OH"	"39047"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Franklin County, OH"	"39049"	170	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Geauga County, OH"	"39055"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Greene County, OH"	"39057"	49	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Guernsey County, OH"	"39059"	12	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hamilton County, OH"	"39061"	151	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hancock County, OH"	"39063"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hardin County, OH"	"39065"	20	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Henry County, OH"	"39069"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Highland County, OH"	"39071"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Hocking County, OH"	"39073"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Holmes County, OH"	"39075"	31	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Huron County, OH"	"39077"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Jefferson County, OH"	"39081"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Knox County, OH"	"39083"	21	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lake County, OH"	"39085"	58	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lawrence County, OH"	"39087"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Licking County, OH"	"39089"	32	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Logan County, OH"	"39091"	24	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lorain County, OH"	"39093"	72	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Lucas County, OH"	"39095"	62	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Madison County, OH"	"39097"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Mahoning County, OH"	"39099"	65	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Marion County, OH"	"39101"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Medina County, OH"	"39103"	23	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Mercer County, OH"	"39107"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Miami County, OH"	"39109"	21	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Montgomery County, OH"	"39113"	202	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Muskingum County, OH"	"39119"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Noble County, OH"	"39121"	25	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Paulding County, OH"	"39125"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Pickaway County, OH"	"39129"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Portage County, OH"	"39133"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Preble County, OH"	"39135"	24	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Putnam County, OH"	"39137"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Richland County, OH"	"39139"	28	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Ross County, OH"	"39141"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Scioto County, OH"	"39145"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Seneca County, OH"	"39147"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Stark County, OH"	"39151"	151	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Summit County, OH"	"39153"	135	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Trumbull County, OH"	"39155"	49	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Tuscarawas County, OH"	"39157"	43	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Union County, OH"	"39159"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Van Wert County, OH"	"39161"	32	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Warren County, OH"	"39165"	37	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Washington County, OH"	"39167"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wayne County, OH"	"39169"	36	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Wood County, OH"	"39173"	14	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Bryan County, OK"	"40013"	18	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Caddo County, OK"	"40015"	24	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Canadian County, OK"	"40017"	37	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Carter County, OK"	"40019"	11	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cherokee County, OK"	"40021"	10	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Cleveland County, OK"	"40027"	46	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Comanche County, OK"	"40031"	32	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Creek County, OK"	"40037"	27	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Custer County, OK"	"40039"	19	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Delaware County, OK"	"40041"	21	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Garfield County, OK"	"40047"	39	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Garvin County, OK"	"40049"	17	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Grady County, OK"	"40051"	16	Not Applicable	Not Applicable
	"Nov., 2020"	"2020/11"	"Jackson County, OK"	"40065"	25	Not Applicable	Not Applicable
