"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Fayette County, KY"	"21067"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Hardin County, KY"	"21093"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Henderson County, KY"	"21101"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Hopkins County, KY"	"21107"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	"2021 (provisional)"	"2021"	131	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	"2021 (provisional)"	"2021"	20	Not Applicable	Not Applicable
	"Laurel County, KY"	"21125"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Madison County, KY"	"21151"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Nelson County, KY"	"21179"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Pike County, KY"	"21195"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Pulaski County, KY"	"21199"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Warren County, KY"	"21227"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Ascension Parish, LA"	"22005"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Beauregard Parish, LA"	"22011"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Bossier Parish, LA"	"22015"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	"2021 (provisional)"	"2021"	42	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	"2021 (provisional)"	"2021"	75	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	"2021 (provisional)"	"2021"	92	Not Applicable	Not Applicable
	"Iberia Parish, LA"	"22045"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	"2021 (provisional)"	"2021"	36	Not Applicable	Not Applicable
	"Jefferson Davis Parish, LA"	"22053"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Lafayette Parish, LA"	"22055"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Livingston Parish, LA"	"22063"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"Orleans Parish, LA"	"22071"	"2021 (provisional)"	"2021"	27	Not Applicable	Not Applicable
	"Ouachita Parish, LA"	"22073"	"2021 (provisional)"	"2021"	31	Not Applicable	Not Applicable
	"Rapides Parish, LA"	"22079"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"St. Landry Parish, LA"	"22097"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"St. Mary Parish, LA"	"22101"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"St. Tammany Parish, LA"	"22103"	"2021 (provisional)"	"2021"	28	Not Applicable	Not Applicable
	"Tangipahoa Parish, LA"	"22105"	"2021 (provisional)"	"2021"	20	Not Applicable	Not Applicable
	"Terrebonne Parish, LA"	"22109"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Vermilion Parish, LA"	"22113"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Washington Parish, LA"	"22117"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Androscoggin County, ME"	"23001"	"2021 (provisional)"	"2021"	31	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	"2021 (provisional)"	"2021"	26	Not Applicable	Not Applicable
	"Oxford County, ME"	"23017"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Penobscot County, ME"	"23019"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	"2021 (provisional)"	"2021"	89	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	"2021 (provisional)"	"2021"	250	Not Applicable	Not Applicable
	"Carroll County, MD"	"24013"	"2021 (provisional)"	"2021"	29	Not Applicable	Not Applicable
	"Cecil County, MD"	"24015"	"2021 (provisional)"	"2021"	24	Not Applicable	Not Applicable
	"Charles County, MD"	"24017"	"2021 (provisional)"	"2021"	48	Not Applicable	Not Applicable
	"Frederick County, MD"	"24021"	"2021 (provisional)"	"2021"	46	Not Applicable	Not Applicable
	"Harford County, MD"	"24025"	"2021 (provisional)"	"2021"	45	Not Applicable	Not Applicable
	"Howard County, MD"	"24027"	"2021 (provisional)"	"2021"	26	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	"2021 (provisional)"	"2021"	134	Not Applicable	Not Applicable
	"Prince George's County, MD"	"24033"	"2021 (provisional)"	"2021"	193	Not Applicable	Not Applicable
	"St. Mary's County, MD"	"24037"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Washington County, MD"	"24043"	"2021 (provisional)"	"2021"	31	Not Applicable	Not Applicable
	"Baltimore city, MD"	"24510"	"2021 (provisional)"	"2021"	246	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"2021 (provisional)"	"2021"	28	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"2021 (provisional)"	"2021"	116	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"2021 (provisional)"	"2021"	98	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"2021 (provisional)"	"2021"	102	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"2021 (provisional)"	"2021"	125	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"2021 (provisional)"	"2021"	69	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"2021 (provisional)"	"2021"	65	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"2021 (provisional)"	"2021"	68	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"2021 (provisional)"	"2021"	87	Not Applicable	Not Applicable
	"Allegan County, MI"	"26005"	"2021 (provisional)"	"2021"	31	Not Applicable	Not Applicable
	"Alpena County, MI"	"26007"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Barry County, MI"	"26015"	"2021 (provisional)"	"2021"	16	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	"2021 (provisional)"	"2021"	40	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	"2021 (provisional)"	"2021"	44	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	"2021 (provisional)"	"2021"	62	Not Applicable	Not Applicable
	"Cass County, MI"	"26027"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Cheboygan County, MI"	"26031"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Clare County, MI"	"26035"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Clinton County, MI"	"26037"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Delta County, MI"	"26041"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Eaton County, MI"	"26045"	"2021 (provisional)"	"2021"	49	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	"2021 (provisional)"	"2021"	183	Not Applicable	Not Applicable
	"Gladwin County, MI"	"26051"	"2021 (provisional)"	"2021"	16	Not Applicable	Not Applicable
	"Grand Traverse County, MI"	"26055"	"2021 (provisional)"	"2021"	27	Not Applicable	Not Applicable
	"Gratiot County, MI"	"26057"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Hillsdale County, MI"	"26059"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Huron County, MI"	"26063"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	"2021 (provisional)"	"2021"	92	Not Applicable	Not Applicable
	"Isabella County, MI"	"26073"	"2021 (provisional)"	"2021"	23	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	"2021 (provisional)"	"2021"	55	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	"2021 (provisional)"	"2021"	61	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	"2021 (provisional)"	"2021"	110	Not Applicable	Not Applicable
	"Lapeer County, MI"	"26087"	"2021 (provisional)"	"2021"	70	Not Applicable	Not Applicable
	"Lenawee County, MI"	"26091"	"2021 (provisional)"	"2021"	49	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	"2021 (provisional)"	"2021"	42	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	"2021 (provisional)"	"2021"	446	Not Applicable	Not Applicable
	"Marquette County, MI"	"26103"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Mason County, MI"	"26105"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Midland County, MI"	"26111"	"2021 (provisional)"	"2021"	24	Not Applicable	Not Applicable
	"Missaukee County, MI"	"26113"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	"2021 (provisional)"	"2021"	59	Not Applicable	Not Applicable
	"Montcalm County, MI"	"26117"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	"2021 (provisional)"	"2021"	56	Not Applicable	Not Applicable
	"Newaygo County, MI"	"26123"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	"2021 (provisional)"	"2021"	325	Not Applicable	Not Applicable
	"Oceana County, MI"	"26127"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Ogemaw County, MI"	"26129"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Oscoda County, MI"	"26135"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Otsego County, MI"	"26137"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	"2021 (provisional)"	"2021"	67	Not Applicable	Not Applicable
	"Roscommon County, MI"	"26143"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	"2021 (provisional)"	"2021"	93	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	"2021 (provisional)"	"2021"	152	Not Applicable	Not Applicable
	"St. Joseph County, MI"	"26149"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Sanilac County, MI"	"26151"	"2021 (provisional)"	"2021"	45	Not Applicable	Not Applicable
	"Shiawassee County, MI"	"26155"	"2021 (provisional)"	"2021"	27	Not Applicable	Not Applicable
	"Tuscola County, MI"	"26157"	"2021 (provisional)"	"2021"	30	Not Applicable	Not Applicable
	"Van Buren County, MI"	"26159"	"2021 (provisional)"	"2021"	23	Not Applicable	Not Applicable
	"Washtenaw County, MI"	"26161"	"2021 (provisional)"	"2021"	37	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"2021 (provisional)"	"2021"	837	Not Applicable	Not Applicable
	"Wexford County, MI"	"26165"	"2021 (provisional)"	"2021"	20	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2021 (provisional)"	"2021"	46	Not Applicable	Not Applicable
	"Becker County, MN"	"27005"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Crow Wing County, MN"	"27035"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"2021 (provisional)"	"2021"	55	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"2021 (provisional)"	"2021"	122	Not Applicable	Not Applicable
	"Itasca County, MN"	"27061"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"2021 (provisional)"	"2021"	54	Not Applicable	Not Applicable
	"Rice County, MN"	"27131"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"Scott County, MN"	"27139"	"2021 (provisional)"	"2021"	26	Not Applicable	Not Applicable
	"Sherburne County, MN"	"27141"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Wright County, MN"	"27171"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Alcorn County, MS"	"28003"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Copiah County, MS"	"28029"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"2021 (provisional)"	"2021"	30	Not Applicable	Not Applicable
	"Forrest County, MS"	"28035"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"2021 (provisional)"	"2021"	23	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Lauderdale County, MS"	"28075"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Madison County, MS"	"28089"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"Monroe County, MS"	"28095"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Newton County, MS"	"28101"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Panola County, MS"	"28107"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Pearl River County, MS"	"28109"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Tate County, MS"	"28137"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Warren County, MS"	"28149"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Butler County, MO"	"29023"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Christian County, MO"	"29043"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"2021 (provisional)"	"2021"	30	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"2021 (provisional)"	"2021"	39	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"2021 (provisional)"	"2021"	83	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"2021 (provisional)"	"2021"	28	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Linn County, MO"	"29115"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Livingston County, MO"	"29117"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Newton County, MO"	"29145"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Platte County, MO"	"29165"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"2021 (provisional)"	"2021"	42	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"2021 (provisional)"	"2021"	141	Not Applicable	Not Applicable
	"Stone County, MO"	"29209"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Warren County, MO"	"29219"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Webster County, MO"	"29225"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"2021 (provisional)"	"2021"	74	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"2021 (provisional)"	"2021"	50	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"2021 (provisional)"	"2021"	439	Not Applicable	Not Applicable
	"Elko County, NV"	"32007"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Nye County, NV"	"32023"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Washoe County, NV"	"32031"	"2021 (provisional)"	"2021"	34	Not Applicable	Not Applicable
	"Carson City, NV"	"32510"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"2021 (provisional)"	"2021"	35	Not Applicable	Not Applicable
	"Merrimack County, NH"	"33013"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Rockingham County, NH"	"33015"	"2021 (provisional)"	"2021"	32	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"2021 (provisional)"	"2021"	94	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"2021 (provisional)"	"2021"	214	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"2021 (provisional)"	"2021"	94	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"2021 (provisional)"	"2021"	109	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"2021 (provisional)"	"2021"	23	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"2021 (provisional)"	"2021"	41	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"2021 (provisional)"	"2021"	287	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"2021 (provisional)"	"2021"	60	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"2021 (provisional)"	"2021"	227	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"2021 (provisional)"	"2021"	64	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"2021 (provisional)"	"2021"	205	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"2021 (provisional)"	"2021"	173	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"2021 (provisional)"	"2021"	89	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"2021 (provisional)"	"2021"	217	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"2021 (provisional)"	"2021"	194	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"2021 (provisional)"	"2021"	48	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"2021 (provisional)"	"2021"	26	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"2021 (provisional)"	"2021"	174	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Bernalillo County, NM"	"35001"	"2021 (provisional)"	"2021"	69	Not Applicable	Not Applicable
	"Chaves County, NM"	"35005"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Dona Ana County, NM"	"35013"	"2021 (provisional)"	"2021"	42	Not Applicable	Not Applicable
	"Eddy County, NM"	"35015"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Otero County, NM"	"35035"	"2021 (provisional)"	"2021"	17	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	"2021 (provisional)"	"2021"	40	Not Applicable	Not Applicable
	"Santa Fe County, NM"	"35049"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Valencia County, NM"	"35061"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"2021 (provisional)"	"2021"	28	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"2021 (provisional)"	"2021"	531	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"2021 (provisional)"	"2021"	34	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"2021 (provisional)"	"2021"	23	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"2021 (provisional)"	"2021"	29	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"2021 (provisional)"	"2021"	54	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"2021 (provisional)"	"2021"	255	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"2021 (provisional)"	"2021"	18	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	"2021 (provisional)"	"2021"	962	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"2021 (provisional)"	"2021"	152	Not Applicable	Not Applicable
	"Montgomery County, NY"	"36057"	"2021 (provisional)"	"2021"	18	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"2021 (provisional)"	"2021"	356	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"2021 (provisional)"	"2021"	432	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"2021 (provisional)"	"2021"	63	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"2021 (provisional)"	"2021"	42	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"2021 (provisional)"	"2021"	49	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"2021 (provisional)"	"2021"	108	Not Applicable	Not Applicable
	"Otsego County, NY"	"36077"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"2021 (provisional)"	"2021"	898	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	"2021 (provisional)"	"2021"	19	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"2021 (provisional)"	"2021"	212	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	"2021 (provisional)"	"2021"	90	Not Applicable	Not Applicable
	"St. Lawrence County, NY"	"36089"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	"2021 (provisional)"	"2021"	28	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	"2021 (provisional)"	"2021"	27	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	"2021 (provisional)"	"2021"	18	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"2021 (provisional)"	"2021"	393	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	"2021 (provisional)"	"2021"	20	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	"2021 (provisional)"	"2021"	36	Not Applicable	Not Applicable
	"Wayne County, NY"	"36117"	"2021 (provisional)"	"2021"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"2021 (provisional)"	"2021"	267	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"2021 (provisional)"	"2021"	20	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	"2021 (provisional)"	"2021"	24	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	"2021 (provisional)"	"2021"	34	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Carteret County, NC"	"37031"	"2021 (provisional)"	"2021"	15	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	"2021 (provisional)"	"2021"	34	Not Applicable	Not Applicable
	"Cherokee County, NC"	"37039"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Cleveland County, NC"	"37045"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
	"Craven County, NC"	"37049"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Cumberland County, NC"	"37051"	"2021 (provisional)"	"2021"	56	Not Applicable	Not Applicable
	"Davidson County, NC"	"37057"	"2021 (provisional)"	"2021"	46	Not Applicable	Not Applicable
	"Duplin County, NC"	"37061"	"2021 (provisional)"	"2021"	14	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	"2021 (provisional)"	"2021"	22	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	"2021 (provisional)"	"2021"	20	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	"2021 (provisional)"	"2021"	50	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	"2021 (provisional)"	"2021"	18	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	"2021 (provisional)"	"2021"	62	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	"2021 (provisional)"	"2021"	13	Not Applicable	Not Applicable
	"Guilford County, NC"	"37081"	"2021 (provisional)"	"2021"	77	Not Applicable	Not Applicable
	"Harnett County, NC"	"37085"	"2021 (provisional)"	"2021"	24	Not Applicable	Not Applicable
	"Henderson County, NC"	"37089"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Iredell County, NC"	"37097"	"2021 (provisional)"	"2021"	25	Not Applicable	Not Applicable
	"Johnston County, NC"	"37101"	"2021 (provisional)"	"2021"	21	Not Applicable	Not Applicable
	"Lee County, NC"	"37105"	"2021 (provisional)"	"2021"	11	Not Applicable	Not Applicable
	"Lenoir County, NC"	"37107"	"2021 (provisional)"	"2021"	12	Not Applicable	Not Applicable
