"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"White County, IN"	"18181"	11	Not Applicable	Not Applicable
	"Black Hawk County, IA"	"19013"	72	Not Applicable	Not Applicable
	"Buena Vista County, IA"	"19021"	10	Not Applicable	Not Applicable
	"Cerro Gordo County, IA"	"19033"	20	Not Applicable	Not Applicable
	"Clinton County, IA"	"19045"	14	Not Applicable	Not Applicable
	"Dallas County, IA"	"19049"	30	Not Applicable	Not Applicable
	"Dubuque County, IA"	"19061"	31	Not Applicable	Not Applicable
	"Franklin County, IA"	"19069"	11	Not Applicable	Not Applicable
	"Jasper County, IA"	"19099"	29	Not Applicable	Not Applicable
	"Johnson County, IA"	"19103"	26	Not Applicable	Not Applicable
	"Linn County, IA"	"19113"	90	Not Applicable	Not Applicable
	"Louisa County, IA"	"19115"	12	Not Applicable	Not Applicable
	"Mahaska County, IA"	"19123"	16	Not Applicable	Not Applicable
	"Marshall County, IA"	"19127"	29	Not Applicable	Not Applicable
	"Muscatine County, IA"	"19139"	43	Not Applicable	Not Applicable
	"Plymouth County, IA"	"19149"	16	Not Applicable	Not Applicable
	"Polk County, IA"	"19153"	216	Not Applicable	Not Applicable
	"Pottawattamie County, IA"	"19155"	30	Not Applicable	Not Applicable
	"Poweshiek County, IA"	"19157"	10	Not Applicable	Not Applicable
	"Scott County, IA"	"19163"	18	Not Applicable	Not Applicable
	"Story County, IA"	"19169"	14	Not Applicable	Not Applicable
	"Tama County, IA"	"19171"	27	Not Applicable	Not Applicable
	"Wapello County, IA"	"19179"	47	Not Applicable	Not Applicable
	"Washington County, IA"	"19183"	12	Not Applicable	Not Applicable
	"Webster County, IA"	"19187"	10	Not Applicable	Not Applicable
	"Woodbury County, IA"	"19193"	47	Not Applicable	Not Applicable
	"Finney County, KS"	"20055"	13	Not Applicable	Not Applicable
	"Ford County, KS"	"20057"	13	Not Applicable	Not Applicable
	"Johnson County, KS"	"20091"	121	Not Applicable	Not Applicable
	"Leavenworth County, KS"	"20103"	12	Not Applicable	Not Applicable
	"Lyon County, KS"	"20111"	34	Not Applicable	Not Applicable
	"Sedgwick County, KS"	"20173"	88	Not Applicable	Not Applicable
	"Shawnee County, KS"	"20177"	27	Not Applicable	Not Applicable
	"Wyandotte County, KS"	"20209"	109	Not Applicable	Not Applicable
	"Adair County, KY"	"21001"	21	Not Applicable	Not Applicable
	"Allen County, KY"	"21003"	10	Not Applicable	Not Applicable
	"Boone County, KY"	"21015"	38	Not Applicable	Not Applicable
	"Bullitt County, KY"	"21029"	13	Not Applicable	Not Applicable
	"Butler County, KY"	"21031"	16	Not Applicable	Not Applicable
	"Campbell County, KY"	"21037"	16	Not Applicable	Not Applicable
	"Casey County, KY"	"21045"	12	Not Applicable	Not Applicable
	"Christian County, KY"	"21047"	12	Not Applicable	Not Applicable
	"Daviess County, KY"	"21059"	13	Not Applicable	Not Applicable
	"Edmonson County, KY"	"21061"	14	Not Applicable	Not Applicable
	"Fayette County, KY"	"21067"	43	Not Applicable	Not Applicable
	"Franklin County, KY"	"21073"	15	Not Applicable	Not Applicable
	"Graves County, KY"	"21083"	29	Not Applicable	Not Applicable
	"Grayson County, KY"	"21085"	11	Not Applicable	Not Applicable
	"Hopkins County, KY"	"21107"	31	Not Applicable	Not Applicable
	"Jackson County, KY"	"21109"	11	Not Applicable	Not Applicable
	"Jefferson County, KY"	"21111"	293	Not Applicable	Not Applicable
	"Kenton County, KY"	"21117"	53	Not Applicable	Not Applicable
	"Lewis County, KY"	"21135"	11	Not Applicable	Not Applicable
	"Lincoln County, KY"	"21137"	18	Not Applicable	Not Applicable
	"Logan County, KY"	"21141"	20	Not Applicable	Not Applicable
	"Oldham County, KY"	"21185"	18	Not Applicable	Not Applicable
	"Shelby County, KY"	"21211"	14	Not Applicable	Not Applicable
	"Warren County, KY"	"21227"	25	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	91	Not Applicable	Not Applicable
	"Allen Parish, LA"	"22003"	38	Not Applicable	Not Applicable
	"Ascension Parish, LA"	"22005"	88	Not Applicable	Not Applicable
	"Assumption Parish, LA"	"22007"	18	Not Applicable	Not Applicable
	"Avoyelles Parish, LA"	"22009"	37	Not Applicable	Not Applicable
	"Beauregard Parish, LA"	"22011"	34	Not Applicable	Not Applicable
	"Bienville Parish, LA"	"22013"	24	Not Applicable	Not Applicable
	"Bossier Parish, LA"	"22015"	94	Not Applicable	Not Applicable
	"Caddo Parish, LA"	"22017"	309	Not Applicable	Not Applicable
	"Calcasieu Parish, LA"	"22019"	176	Not Applicable	Not Applicable
	"Claiborne Parish, LA"	"22027"	15	Not Applicable	Not Applicable
	"Concordia Parish, LA"	"22029"	20	Not Applicable	Not Applicable
	"De Soto Parish, LA"	"22031"	34	Not Applicable	Not Applicable
	"East Baton Rouge Parish, LA"	"22033"	393	Not Applicable	Not Applicable
	"East Feliciana Parish, LA"	"22037"	38	Not Applicable	Not Applicable
	"Evangeline Parish, LA"	"22039"	33	Not Applicable	Not Applicable
	"Franklin Parish, LA"	"22041"	19	Not Applicable	Not Applicable
	"Grant Parish, LA"	"22043"	25	Not Applicable	Not Applicable
	"Iberia Parish, LA"	"22045"	67	Not Applicable	Not Applicable
	"Iberville Parish, LA"	"22047"	40	Not Applicable	Not Applicable
	"Jackson Parish, LA"	"22049"	13	Not Applicable	Not Applicable
	"Jefferson Parish, LA"	"22051"	503	Not Applicable	Not Applicable
	"Jefferson Davis Parish, LA"	"22053"	32	Not Applicable	Not Applicable
	"Lafayette Parish, LA"	"22055"	82	Not Applicable	Not Applicable
	"Lafourche Parish, LA"	"22057"	95	Not Applicable	Not Applicable
	"LaSalle Parish, LA"	"22059"	10	Not Applicable	Not Applicable
	"Lincoln Parish, LA"	"22061"	40	Not Applicable	Not Applicable
	"Livingston Parish, LA"	"22063"	66	Not Applicable	Not Applicable
	"Morehouse Parish, LA"	"22067"	18	Not Applicable	Not Applicable
	"Natchitoches Parish, LA"	"22069"	19	Not Applicable	Not Applicable
	"Orleans Parish, LA"	"22071"	502	Not Applicable	Not Applicable
	"Ouachita Parish, LA"	"22073"	142	Not Applicable	Not Applicable
	"Plaquemines Parish, LA"	"22075"	16	Not Applicable	Not Applicable
	"Pointe Coupee Parish, LA"	"22077"	31	Not Applicable	Not Applicable
	"Rapides Parish, LA"	"22079"	136	Not Applicable	Not Applicable
	"Red River Parish, LA"	"22081"	21	Not Applicable	Not Applicable
	"Richland Parish, LA"	"22083"	13	Not Applicable	Not Applicable
	"Sabine Parish, LA"	"22085"	17	Not Applicable	Not Applicable
	"St. Bernard Parish, LA"	"22087"	32	Not Applicable	Not Applicable
	"St. Charles Parish, LA"	"22089"	46	Not Applicable	Not Applicable
	"St. James Parish, LA"	"22093"	33	Not Applicable	Not Applicable
	"St. John the Baptist Parish, LA"	"22095"	83	Not Applicable	Not Applicable
	"St. Landry Parish, LA"	"22097"	95	Not Applicable	Not Applicable
	"St. Martin Parish, LA"	"22099"	66	Not Applicable	Not Applicable
	"St. Mary Parish, LA"	"22101"	63	Not Applicable	Not Applicable
	"St. Tammany Parish, LA"	"22103"	185	Not Applicable	Not Applicable
	"Tangipahoa Parish, LA"	"22105"	91	Not Applicable	Not Applicable
	"Terrebonne Parish, LA"	"22109"	93	Not Applicable	Not Applicable
	"Union Parish, LA"	"22111"	34	Not Applicable	Not Applicable
	"Vermilion Parish, LA"	"22113"	45	Not Applicable	Not Applicable
	"Vernon Parish, LA"	"22115"	36	Not Applicable	Not Applicable
	"Washington Parish, LA"	"22117"	56	Not Applicable	Not Applicable
	"Webster Parish, LA"	"22119"	27	Not Applicable	Not Applicable
	"West Baton Rouge Parish, LA"	"22121"	32	Not Applicable	Not Applicable
	"West Carroll Parish, LA"	"22123"	11	Not Applicable	Not Applicable
	"West Feliciana Parish, LA"	"22125"	21	Not Applicable	Not Applicable
	"Winn Parish, LA"	"22127"	13	Not Applicable	Not Applicable
	"Cumberland County, ME"	"23005"	71	Not Applicable	Not Applicable
	"Kennebec County, ME"	"23011"	10	Not Applicable	Not Applicable
	"Waldo County, ME"	"23027"	15	Not Applicable	Not Applicable
	"York County, ME"	"23031"	24	Not Applicable	Not Applicable
	"Allegany County, MD"	"24001"	21	Not Applicable	Not Applicable
	"Anne Arundel County, MD"	"24003"	223	Not Applicable	Not Applicable
	"Baltimore County, MD"	"24005"	547	Not Applicable	Not Applicable
	"Calvert County, MD"	"24009"	29	Not Applicable	Not Applicable
	"Carroll County, MD"	"24013"	125	Not Applicable	Not Applicable
	"Cecil County, MD"	"24015"	34	Not Applicable	Not Applicable
	"Charles County, MD"	"24017"	112	Not Applicable	Not Applicable
	"Frederick County, MD"	"24021"	117	Not Applicable	Not Applicable
	"Harford County, MD"	"24025"	62	Not Applicable	Not Applicable
	"Howard County, MD"	"24027"	109	Not Applicable	Not Applicable
	"Kent County, MD"	"24029"	30	Not Applicable	Not Applicable
	"Montgomery County, MD"	"24031"	807	Not Applicable	Not Applicable
	"Prince George's County, MD"	"24033"	915	Not Applicable	Not Applicable
	"Queen Anne's County, MD"	"24035"	25	Not Applicable	Not Applicable
	"St. Mary's County, MD"	"24037"	55	Not Applicable	Not Applicable
	"Washington County, MD"	"24043"	29	Not Applicable	Not Applicable
	"Wicomico County, MD"	"24045"	45	Not Applicable	Not Applicable
	"Worcester County, MD"	"24047"	26	Not Applicable	Not Applicable
	"Baltimore city, MD"	"24510"	432	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	149	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	38	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	514	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	982	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	54	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	582	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	112	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	1779	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	779	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	613	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	955	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	866	Not Applicable	Not Applicable
	"Bay County, MI"	"26017"	32	Not Applicable	Not Applicable
	"Berrien County, MI"	"26021"	54	Not Applicable	Not Applicable
	"Branch County, MI"	"26023"	28	Not Applicable	Not Applicable
	"Calhoun County, MI"	"26025"	46	Not Applicable	Not Applicable
	"Cass County, MI"	"26027"	19	Not Applicable	Not Applicable
	"Clinton County, MI"	"26037"	10	Not Applicable	Not Applicable
	"Genesee County, MI"	"26049"	247	Not Applicable	Not Applicable
	"Gratiot County, MI"	"26057"	15	Not Applicable	Not Applicable
	"Hillsdale County, MI"	"26059"	27	Not Applicable	Not Applicable
	"Ingham County, MI"	"26065"	40	Not Applicable	Not Applicable
	"Jackson County, MI"	"26075"	53	Not Applicable	Not Applicable
	"Kalamazoo County, MI"	"26077"	62	Not Applicable	Not Applicable
	"Kent County, MI"	"26081"	124	Not Applicable	Not Applicable
	"Lapeer County, MI"	"26087"	36	Not Applicable	Not Applicable
	"Lenawee County, MI"	"26091"	17	Not Applicable	Not Applicable
	"Livingston County, MI"	"26093"	35	Not Applicable	Not Applicable
	"Macomb County, MI"	"26099"	820	Not Applicable	Not Applicable
	"Marquette County, MI"	"26103"	11	Not Applicable	Not Applicable
	"Monroe County, MI"	"26115"	35	Not Applicable	Not Applicable
	"Muskegon County, MI"	"26121"	60	Not Applicable	Not Applicable
	"Oakland County, MI"	"26125"	965	Not Applicable	Not Applicable
	"Ottawa County, MI"	"26139"	47	Not Applicable	Not Applicable
	"Saginaw County, MI"	"26145"	101	Not Applicable	Not Applicable
	"St. Clair County, MI"	"26147"	40	Not Applicable	Not Applicable
	"St. Joseph County, MI"	"26149"	12	Not Applicable	Not Applicable
	"Shiawassee County, MI"	"26155"	24	Not Applicable	Not Applicable
	"Tuscola County, MI"	"26157"	27	Not Applicable	Not Applicable
	"Van Buren County, MI"	"26159"	16	Not Applicable	Not Applicable
	"Washtenaw County, MI"	"26161"	109	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	2451	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	122	Not Applicable	Not Applicable
	"Clay County, MN"	"27027"	36	Not Applicable	Not Applicable
	"Crow Wing County, MN"	"27035"	14	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	103	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	781	Not Applicable	Not Applicable
	"Itasca County, MN"	"27061"	10	Not Applicable	Not Applicable
	"Nicollet County, MN"	"27103"	12	Not Applicable	Not Applicable
	"Nobles County, MN"	"27105"	11	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	17	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	269	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	24	Not Applicable	Not Applicable
	"Scott County, MN"	"27139"	28	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	22	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	49	Not Applicable	Not Applicable
	"Winona County, MN"	"27169"	15	Not Applicable	Not Applicable
	"Adams County, MS"	"28001"	30	Not Applicable	Not Applicable
	"Attala County, MS"	"28007"	16	Not Applicable	Not Applicable
	"Bolivar County, MS"	"28011"	52	Not Applicable	Not Applicable
	"Calhoun County, MS"	"28013"	13	Not Applicable	Not Applicable
	"Carroll County, MS"	"28015"	12	Not Applicable	Not Applicable
	"Chickasaw County, MS"	"28017"	19	Not Applicable	Not Applicable
	"Claiborne County, MS"	"28021"	14	Not Applicable	Not Applicable
	"Clarke County, MS"	"28023"	27	Not Applicable	Not Applicable
	"Clay County, MS"	"28025"	16	Not Applicable	Not Applicable
	"Coahoma County, MS"	"28027"	29	Not Applicable	Not Applicable
	"Copiah County, MS"	"28029"	28	Not Applicable	Not Applicable
	"Covington County, MS"	"28031"	22	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	54	Not Applicable	Not Applicable
	"Forrest County, MS"	"28035"	56	Not Applicable	Not Applicable
	"George County, MS"	"28039"	12	Not Applicable	Not Applicable
	"Grenada County, MS"	"28043"	23	Not Applicable	Not Applicable
	"Hancock County, MS"	"28045"	24	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	56	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	130	Not Applicable	Not Applicable
	"Holmes County, MS"	"28051"	50	Not Applicable	Not Applicable
	"Humphreys County, MS"	"28053"	14	Not Applicable	Not Applicable
	"Itawamba County, MS"	"28057"	16	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	51	Not Applicable	Not Applicable
	"Jasper County, MS"	"28061"	13	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	63	Not Applicable	Not Applicable
	"Kemper County, MS"	"28069"	15	Not Applicable	Not Applicable
	"Lafayette County, MS"	"28071"	24	Not Applicable	Not Applicable
	"Lamar County, MS"	"28073"	24	Not Applicable	Not Applicable
	"Lauderdale County, MS"	"28075"	89	Not Applicable	Not Applicable
	"Lawrence County, MS"	"28077"	13	Not Applicable	Not Applicable
	"Leake County, MS"	"28079"	34	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	48	Not Applicable	Not Applicable
	"Leflore County, MS"	"28083"	72	Not Applicable	Not Applicable
	"Lincoln County, MS"	"28085"	46	Not Applicable	Not Applicable
	"Lowndes County, MS"	"28087"	47	Not Applicable	Not Applicable
	"Madison County, MS"	"28089"	76	Not Applicable	Not Applicable
	"Marion County, MS"	"28091"	33	Not Applicable	Not Applicable
	"Marshall County, MS"	"28093"	13	Not Applicable	Not Applicable
	"Monroe County, MS"	"28095"	54	Not Applicable	Not Applicable
	"Montgomery County, MS"	"28097"	19	Not Applicable	Not Applicable
	"Neshoba County, MS"	"28099"	83	Not Applicable	Not Applicable
	"Newton County, MS"	"28101"	25	Not Applicable	Not Applicable
	"Noxubee County, MS"	"28103"	12	Not Applicable	Not Applicable
	"Oktibbeha County, MS"	"28105"	45	Not Applicable	Not Applicable
	"Panola County, MS"	"28107"	25	Not Applicable	Not Applicable
	"Pearl River County, MS"	"28109"	47	Not Applicable	Not Applicable
	"Perry County, MS"	"28111"	10	Not Applicable	Not Applicable
	"Pike County, MS"	"28113"	40	Not Applicable	Not Applicable
	"Pontotoc County, MS"	"28115"	11	Not Applicable	Not Applicable
	"Prentiss County, MS"	"28117"	21	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	54	Not Applicable	Not Applicable
	"Scott County, MS"	"28123"	23	Not Applicable	Not Applicable
	"Simpson County, MS"	"28127"	31	Not Applicable	Not Applicable
	"Sunflower County, MS"	"28133"	38	Not Applicable	Not Applicable
	"Tallahatchie County, MS"	"28135"	13	Not Applicable	Not Applicable
	"Tate County, MS"	"28137"	35	Not Applicable	Not Applicable
	"Tippah County, MS"	"28139"	17	Not Applicable	Not Applicable
	"Tishomingo County, MS"	"28141"	25	Not Applicable	Not Applicable
	"Tunica County, MS"	"28143"	10	Not Applicable	Not Applicable
	"Union County, MS"	"28145"	18	Not Applicable	Not Applicable
	"Walthall County, MS"	"28147"	20	Not Applicable	Not Applicable
	"Warren County, MS"	"28149"	46	Not Applicable	Not Applicable
	"Washington County, MS"	"28151"	59	Not Applicable	Not Applicable
	"Wayne County, MS"	"28153"	22	Not Applicable	Not Applicable
	"Webster County, MS"	"28155"	11	Not Applicable	Not Applicable
	"Wilkinson County, MS"	"28157"	14	Not Applicable	Not Applicable
	"Winston County, MS"	"28159"	16	Not Applicable	Not Applicable
	"Yalobusha County, MS"	"28161"	12	Not Applicable	Not Applicable
	"Yazoo County, MS"	"28163"	13	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	11	Not Applicable	Not Applicable
	"Cape Girardeau County, MO"	"29031"	11	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	14	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	45	Not Applicable	Not Applicable
	"Dunklin County, MO"	"29069"	12	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	22	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	33	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	166	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	31	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	49	Not Applicable	Not Applicable
	"McDonald County, MO"	"29119"	10	Not Applicable	Not Applicable
	"New Madrid County, MO"	"29143"	11	Not Applicable	Not Applicable
	"Newton County, MO"	"29145"	18	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	112	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	643	Not Applicable	Not Applicable
	"Scott County, MO"	"29201"	12	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	10	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	25	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	192	Not Applicable	Not Applicable
	"Big Horn County, MT"	"30003"	15	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	35	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	14	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	38	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	11	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	13	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	163	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	44	Not Applicable	Not Applicable
	"Hamilton County, NE"	"31081"	14	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	21	Not Applicable	Not Applicable
	"Perkins County, NE"	"31135"	10	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	29	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	1083	Not Applicable	Not Applicable
	"Nye County, NV"	"32023"	14	Not Applicable	Not Applicable
	"Washoe County, NV"	"32031"	123	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	253	Not Applicable	Not Applicable
	"Merrimack County, NH"	"33013"	24	Not Applicable	Not Applicable
	"Rockingham County, NH"	"33015"	129	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	177	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	1668	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	370	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	449	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	72	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	107	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	1763	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	178	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	1274	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	125	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	491	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	1163	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	729	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	677	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	798	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	1079	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	73	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	442	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	197	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	1156	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	129	Not Applicable	Not Applicable
	"Bernalillo County, NM"	"35001"	124	Not Applicable	Not Applicable
	"Cibola County, NM"	"35006"	15	Not Applicable	Not Applicable
	"Dona Ana County, NM"	"35013"	45	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	19	Not Applicable	Not Applicable
	"McKinley County, NM"	"35031"	233	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	12	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	43	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	183	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	115	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	4079	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	86	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	10	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	35	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	12	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	173	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	594	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	32	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	17	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	16	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	6198	Not Applicable	Not Applicable
	"Madison County, NY"	"36053"	12	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	293	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	2499	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	2594	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	112	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	118	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	193	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	30	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	480	Not Applicable	Not Applicable
	"Orleans County, NY"	"36073"	41	Not Applicable	Not Applicable
	"Oswego County, NY"	"36075"	11	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	100	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	6199	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	35	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	934	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	703	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	30	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	49	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	44	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	2428	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	51	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	23	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	91	Not Applicable	Not Applicable
	"Warren County, NY"	"36113"	28	Not Applicable	Not Applicable
	"Washington County, NY"	"36115"	13	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	1685	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	44	Not Applicable	Not Applicable
	"Beaufort County, NC"	"37013"	11	Not Applicable	Not Applicable
	"Bertie County, NC"	"37015"	13	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	28	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	56	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	31	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	37	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	21	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	49	Not Applicable	Not Applicable
	"Chatham County, NC"	"37037"	38	Not Applicable	Not Applicable
	"Cherokee County, NC"	"37039"	10	Not Applicable	Not Applicable
	"Cleveland County, NC"	"37045"	40	Not Applicable	Not Applicable
	"Columbus County, NC"	"37047"	49	Not Applicable	Not Applicable
	"Craven County, NC"	"37049"	26	Not Applicable	Not Applicable
	"Cumberland County, NC"	"37051"	75	Not Applicable	Not Applicable
	"Davidson County, NC"	"37057"	39	Not Applicable	Not Applicable
	"Davie County, NC"	"37059"	13	Not Applicable	Not Applicable
	"Duplin County, NC"	"37061"	42	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	79	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	26	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	75	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	29	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	67	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	20	Not Applicable	Not Applicable
	"Guilford County, NC"	"37081"	144	Not Applicable	Not Applicable
	"Halifax County, NC"	"37083"	17	Not Applicable	Not Applicable
	"Harnett County, NC"	"37085"	47	Not Applicable	Not Applicable
	"Haywood County, NC"	"37087"	27	Not Applicable	Not Applicable
	"Henderson County, NC"	"37089"	54	Not Applicable	Not Applicable
	"Hertford County, NC"	"37091"	20	Not Applicable	Not Applicable
	"Hoke County, NC"	"37093"	11	Not Applicable	Not Applicable
	"Iredell County, NC"	"37097"	40	Not Applicable	Not Applicable
	"Johnston County, NC"	"37101"	47	Not Applicable	Not Applicable
	"Jones County, NC"	"37103"	12	Not Applicable	Not Applicable
	"Lee County, NC"	"37105"	16	Not Applicable	Not Applicable
	"Lenoir County, NC"	"37107"	17	Not Applicable	Not Applicable
	"Lincoln County, NC"	"37109"	18	Not Applicable	Not Applicable
	"McDowell County, NC"	"37111"	30	Not Applicable	Not Applicable
	"Mecklenburg County, NC"	"37119"	291	Not Applicable	Not Applicable
	"Montgomery County, NC"	"37123"	16	Not Applicable	Not Applicable
	"Moore County, NC"	"37125"	20	Not Applicable	Not Applicable
	"Nash County, NC"	"37127"	29	Not Applicable	Not Applicable
	"New Hanover County, NC"	"37129"	27	Not Applicable	Not Applicable
	"Northampton County, NC"	"37131"	10	Not Applicable	Not Applicable
	"Onslow County, NC"	"37133"	19	Not Applicable	Not Applicable
	"Orange County, NC"	"37135"	34	Not Applicable	Not Applicable
