"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Lumpkin County, GA"	"13187"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"Lumpkin County, GA"	"13187"	"2022 (provisional)"	"2022"	14	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	"2020"	"2020"	23	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	"2021"	"2021"	37	Not Applicable	Not Applicable
	"McDuffie County, GA"	"13189"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"McIntosh County, GA"	"13191"	"2020"	"2020"	12	Not Applicable	Not Applicable
	"McIntosh County, GA"	"13191"	"2021"	"2021"	25	Not Applicable	Not Applicable
	"McIntosh County, GA"	"13191"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Macon County, GA"	"13193"	"2020"	"2020"	11	Not Applicable	Not Applicable
	"Macon County, GA"	"13193"	"2021"	"2021"	23	Not Applicable	Not Applicable
	"Macon County, GA"	"13193"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2020"	"2020"	26	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2021"	"2021"	50	Not Applicable	Not Applicable
	"Madison County, GA"	"13195"	"2022 (provisional)"	"2022"	19	Not Applicable	Not Applicable
	"Marion County, GA"	"13197"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Marion County, GA"	"13197"	"2021"	"2021"	30	Not Applicable	Not Applicable
	"Marion County, GA"	"13197"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"Meriwether County, GA"	"13199"	"2022 (provisional)"	"2022"	19	Not Applicable	Not Applicable
	"Miller County, GA"	"13201"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Miller County, GA"	"13201"	"2021"	"2021"	20	Not Applicable	Not Applicable
	"Miller County, GA"	"13201"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2020"	"2020"	50	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2021"	"2021"	35	Not Applicable	Not Applicable
	"Mitchell County, GA"	"13205"	"2022 (provisional)"	"2022"	14	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	"2020"	"2020"	43	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	"2021"	"2021"	65	Not Applicable	Not Applicable
	"Monroe County, GA"	"13207"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Montgomery County, GA"	"13209"	"2020"	"2020"	14	Not Applicable	Not Applicable
	"Montgomery County, GA"	"13209"	"2021"	"2021"	30	Not Applicable	Not Applicable
	"Montgomery County, GA"	"13209"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Morgan County, GA"	"13211"	"2020"	"2020"	12	Not Applicable	Not Applicable
	"Morgan County, GA"	"13211"	"2021"	"2021"	38	Not Applicable	Not Applicable
	"Morgan County, GA"	"13211"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2020"	"2020"	41	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2021"	"2021"	93	Not Applicable	Not Applicable
	"Murray County, GA"	"13213"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2020"	"2020"	190	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2021"	"2021"	372	Not Applicable	Not Applicable
	"Muscogee County, GA"	"13215"	"2022 (provisional)"	"2022"	97	Not Applicable	Not Applicable
	"Newton County, GA"	"13217"	"2020"	"2020"	104	Not Applicable	Not Applicable
	"Newton County, GA"	"13217"	"2021"	"2021"	201	Not Applicable	Not Applicable
	"Newton County, GA"	"13217"	"2022 (provisional)"	"2022"	58	Not Applicable	Not Applicable
	"Oconee County, GA"	"13219"	"2020"	"2020"	27	Not Applicable	Not Applicable
	"Oconee County, GA"	"13219"	"2021"	"2021"	29	Not Applicable	Not Applicable
	"Oconee County, GA"	"13219"	"2022 (provisional)"	"2022"	22	Not Applicable	Not Applicable
	"Oglethorpe County, GA"	"13221"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Oglethorpe County, GA"	"13221"	"2021"	"2021"	20	Not Applicable	Not Applicable
	"Oglethorpe County, GA"	"13221"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Paulding County, GA"	"13223"	"2020"	"2020"	106	Not Applicable	Not Applicable
	"Paulding County, GA"	"13223"	"2021"	"2021"	189	Not Applicable	Not Applicable
	"Paulding County, GA"	"13223"	"2022 (provisional)"	"2022"	54	Not Applicable	Not Applicable
	"Peach County, GA"	"13225"	"2020"	"2020"	36	Not Applicable	Not Applicable
	"Peach County, GA"	"13225"	"2021"	"2021"	68	Not Applicable	Not Applicable
	"Peach County, GA"	"13225"	"2022 (provisional)"	"2022"	26	Not Applicable	Not Applicable
	"Pickens County, GA"	"13227"	"2020"	"2020"	23	Not Applicable	Not Applicable
	"Pickens County, GA"	"13227"	"2021"	"2021"	87	Not Applicable	Not Applicable
	"Pickens County, GA"	"13227"	"2022 (provisional)"	"2022"	36	Not Applicable	Not Applicable
	"Pierce County, GA"	"13229"	"2020"	"2020"	37	Not Applicable	Not Applicable
	"Pierce County, GA"	"13229"	"2021"	"2021"	78	Not Applicable	Not Applicable
	"Pierce County, GA"	"13229"	"2022 (provisional)"	"2022"	27	Not Applicable	Not Applicable
	"Pike County, GA"	"13231"	"2020"	"2020"	32	Not Applicable	Not Applicable
	"Pike County, GA"	"13231"	"2021"	"2021"	55	Not Applicable	Not Applicable
	"Pike County, GA"	"13231"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Polk County, GA"	"13233"	"2020"	"2020"	46	Not Applicable	Not Applicable
	"Polk County, GA"	"13233"	"2021"	"2021"	87	Not Applicable	Not Applicable
	"Polk County, GA"	"13233"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Pulaski County, GA"	"13235"	"2020"	"2020"	22	Not Applicable	Not Applicable
	"Pulaski County, GA"	"13235"	"2021"	"2021"	34	Not Applicable	Not Applicable
	"Pulaski County, GA"	"13235"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Putnam County, GA"	"13237"	"2020"	"2020"	30	Not Applicable	Not Applicable
	"Putnam County, GA"	"13237"	"2021"	"2021"	51	Not Applicable	Not Applicable
	"Putnam County, GA"	"13237"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Quitman County, GA"	"13239"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Quitman County, GA"	"13239"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Quitman County, GA"	"13239"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Rabun County, GA"	"13241"	"2020"	"2020"	24	Not Applicable	Not Applicable
	"Rabun County, GA"	"13241"	"2021"	"2021"	45	Not Applicable	Not Applicable
	"Rabun County, GA"	"13241"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Randolph County, GA"	"13243"	"2020"	"2020"	25	Not Applicable	Not Applicable
	"Randolph County, GA"	"13243"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Randolph County, GA"	"13243"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Richmond County, GA"	"13245"	"2020"	"2020"	236	Not Applicable	Not Applicable
	"Richmond County, GA"	"13245"	"2021"	"2021"	392	Not Applicable	Not Applicable
	"Richmond County, GA"	"13245"	"2022 (provisional)"	"2022"	99	Not Applicable	Not Applicable
	"Rockdale County, GA"	"13247"	"2020"	"2020"	71	Not Applicable	Not Applicable
	"Rockdale County, GA"	"13247"	"2021"	"2021"	151	Not Applicable	Not Applicable
	"Rockdale County, GA"	"13247"	"2022 (provisional)"	"2022"	39	Not Applicable	Not Applicable
	"Schley County, GA"	"13249"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Schley County, GA"	"13249"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Schley County, GA"	"13249"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Screven County, GA"	"13251"	"2020"	"2020"	17	Not Applicable	Not Applicable
	"Screven County, GA"	"13251"	"2021"	"2021"	43	Not Applicable	Not Applicable
	"Screven County, GA"	"13251"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Seminole County, GA"	"13253"	"2020"	"2020"	14	Not Applicable	Not Applicable
	"Seminole County, GA"	"13253"	"2021"	"2021"	28	Not Applicable	Not Applicable
	"Seminole County, GA"	"13253"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Spalding County, GA"	"13255"	"2020"	"2020"	94	Not Applicable	Not Applicable
	"Spalding County, GA"	"13255"	"2021"	"2021"	205	Not Applicable	Not Applicable
	"Spalding County, GA"	"13255"	"2022 (provisional)"	"2022"	62	Not Applicable	Not Applicable
	"Stephens County, GA"	"13257"	"2020"	"2020"	42	Not Applicable	Not Applicable
	"Stephens County, GA"	"13257"	"2021"	"2021"	69	Not Applicable	Not Applicable
	"Stephens County, GA"	"13257"	"2022 (provisional)"	"2022"	31	Not Applicable	Not Applicable
	"Stewart County, GA"	"13259"	"2020"	"2020"	12	Not Applicable	Not Applicable
	"Stewart County, GA"	"13259"	"2021"	"2021"	12	Not Applicable	Not Applicable
	"Stewart County, GA"	"13259"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Sumter County, GA"	"13261"	"2020"	"2020"	69	Not Applicable	Not Applicable
	"Sumter County, GA"	"13261"	"2021"	"2021"	58	Not Applicable	Not Applicable
	"Sumter County, GA"	"13261"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Talbot County, GA"	"13263"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Talbot County, GA"	"13263"	"2021"	"2021"	20	Not Applicable	Not Applicable
	"Talbot County, GA"	"13263"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Taliaferro County, GA"	"13265"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Taliaferro County, GA"	"13265"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Taliaferro County, GA"	"13265"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Tattnall County, GA"	"13267"	"2020"	"2020"	34	Not Applicable	Not Applicable
	"Tattnall County, GA"	"13267"	"2021"	"2021"	74	Not Applicable	Not Applicable
	"Tattnall County, GA"	"13267"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Taylor County, GA"	"13269"	"2020"	"2020"	17	Not Applicable	Not Applicable
	"Taylor County, GA"	"13269"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Taylor County, GA"	"13269"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Telfair County, GA"	"13271"	"2020"	"2020"	33	Not Applicable	Not Applicable
	"Telfair County, GA"	"13271"	"2021"	"2021"	32	Not Applicable	Not Applicable
	"Telfair County, GA"	"13271"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Terrell County, GA"	"13273"	"2020"	"2020"	31	Not Applicable	Not Applicable
	"Terrell County, GA"	"13273"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Terrell County, GA"	"13273"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Thomas County, GA"	"13275"	"2020"	"2020"	76	Not Applicable	Not Applicable
	"Thomas County, GA"	"13275"	"2021"	"2021"	85	Not Applicable	Not Applicable
	"Thomas County, GA"	"13275"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Tift County, GA"	"13277"	"2020"	"2020"	69	Not Applicable	Not Applicable
	"Tift County, GA"	"13277"	"2021"	"2021"	79	Not Applicable	Not Applicable
	"Tift County, GA"	"13277"	"2022 (provisional)"	"2022"	25	Not Applicable	Not Applicable
	"Toombs County, GA"	"13279"	"2020"	"2020"	47	Not Applicable	Not Applicable
	"Toombs County, GA"	"13279"	"2021"	"2021"	96	Not Applicable	Not Applicable
	"Toombs County, GA"	"13279"	"2022 (provisional)"	"2022"	22	Not Applicable	Not Applicable
	"Towns County, GA"	"13281"	"2020"	"2020"	26	Not Applicable	Not Applicable
	"Towns County, GA"	"13281"	"2021"	"2021"	41	Not Applicable	Not Applicable
	"Towns County, GA"	"13281"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Treutlen County, GA"	"13283"	"2020"	"2020"	13	Not Applicable	Not Applicable
	"Treutlen County, GA"	"13283"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Treutlen County, GA"	"13283"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Troup County, GA"	"13285"	"2020"	"2020"	100	Not Applicable	Not Applicable
	"Troup County, GA"	"13285"	"2021"	"2021"	160	Not Applicable	Not Applicable
	"Troup County, GA"	"13285"	"2022 (provisional)"	"2022"	53	Not Applicable	Not Applicable
	"Turner County, GA"	"13287"	"2020"	"2020"	25	Not Applicable	Not Applicable
	"Turner County, GA"	"13287"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Turner County, GA"	"13287"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Twiggs County, GA"	"13289"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Twiggs County, GA"	"13289"	"2021"	"2021"	26	Not Applicable	Not Applicable
	"Twiggs County, GA"	"13289"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Union County, GA"	"13291"	"2020"	"2020"	31	Not Applicable	Not Applicable
	"Union County, GA"	"13291"	"2021"	"2021"	64	Not Applicable	Not Applicable
	"Union County, GA"	"13291"	"2022 (provisional)"	"2022"	27	Not Applicable	Not Applicable
	"Upson County, GA"	"13293"	"2020"	"2020"	55	Not Applicable	Not Applicable
	"Upson County, GA"	"13293"	"2021"	"2021"	97	Not Applicable	Not Applicable
	"Upson County, GA"	"13293"	"2022 (provisional)"	"2022"	28	Not Applicable	Not Applicable
	"Walker County, GA"	"13295"	"2020"	"2020"	63	Not Applicable	Not Applicable
	"Walker County, GA"	"13295"	"2021"	"2021"	156	Not Applicable	Not Applicable
	"Walker County, GA"	"13295"	"2022 (provisional)"	"2022"	75	Not Applicable	Not Applicable
	"Walton County, GA"	"13297"	"2020"	"2020"	91	Not Applicable	Not Applicable
	"Walton County, GA"	"13297"	"2021"	"2021"	213	Not Applicable	Not Applicable
	"Walton County, GA"	"13297"	"2022 (provisional)"	"2022"	60	Not Applicable	Not Applicable
	"Ware County, GA"	"13299"	"2020"	"2020"	72	Not Applicable	Not Applicable
	"Ware County, GA"	"13299"	"2021"	"2021"	144	Not Applicable	Not Applicable
	"Ware County, GA"	"13299"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Warren County, GA"	"13301"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Warren County, GA"	"13301"	"2021"	"2021"	13	Not Applicable	Not Applicable
	"Warren County, GA"	"13301"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Washington County, GA"	"13303"	"2020"	"2020"	53	Not Applicable	Not Applicable
	"Washington County, GA"	"13303"	"2021"	"2021"	58	Not Applicable	Not Applicable
	"Washington County, GA"	"13303"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wayne County, GA"	"13305"	"2020"	"2020"	40	Not Applicable	Not Applicable
	"Wayne County, GA"	"13305"	"2021"	"2021"	103	Not Applicable	Not Applicable
	"Wayne County, GA"	"13305"	"2022 (provisional)"	"2022"	19	Not Applicable	Not Applicable
	"Webster County, GA"	"13307"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Webster County, GA"	"13307"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Webster County, GA"	"13307"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wheeler County, GA"	"13309"	"2020"	"2020"	12	Not Applicable	Not Applicable
	"Wheeler County, GA"	"13309"	"2021"	"2021"	12	Not Applicable	Not Applicable
	"Wheeler County, GA"	"13309"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"White County, GA"	"13311"	"2020"	"2020"	33	Not Applicable	Not Applicable
	"White County, GA"	"13311"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"White County, GA"	"13311"	"2022 (provisional)"	"2022"	28	Not Applicable	Not Applicable
	"Whitfield County, GA"	"13313"	"2020"	"2020"	138	Not Applicable	Not Applicable
	"Whitfield County, GA"	"13313"	"2021"	"2021"	198	Not Applicable	Not Applicable
	"Whitfield County, GA"	"13313"	"2022 (provisional)"	"2022"	52	Not Applicable	Not Applicable
	"Wilcox County, GA"	"13315"	"2020"	"2020"	25	Not Applicable	Not Applicable
	"Wilcox County, GA"	"13315"	"2021"	"2021"	17	Not Applicable	Not Applicable
	"Wilcox County, GA"	"13315"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wilkes County, GA"	"13317"	"2020"	"2020"	11	Not Applicable	Not Applicable
	"Wilkes County, GA"	"13317"	"2021"	"2021"	21	Not Applicable	Not Applicable
	"Wilkes County, GA"	"13317"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wilkinson County, GA"	"13319"	"2020"	"2020"	13	Not Applicable	Not Applicable
	"Wilkinson County, GA"	"13319"	"2021"	"2021"	26	Not Applicable	Not Applicable
	"Wilkinson County, GA"	"13319"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Worth County, GA"	"13321"	"2020"	"2020"	40	Not Applicable	Not Applicable
	"Worth County, GA"	"13321"	"2021"	"2021"	42	Not Applicable	Not Applicable
	"Worth County, GA"	"13321"	"2022 (provisional)"	"2022"	15	Not Applicable	Not Applicable
	"Hawaii County, HI"	"15001"	"2020"	"2020"	47	Not Applicable	Not Applicable
	"Hawaii County, HI"	"15001"	"2021"	"2021"	107	Not Applicable	Not Applicable
	"Hawaii County, HI"	"15001"	"2022 (provisional)"	"2022"	42	Not Applicable	Not Applicable
	"Honolulu County, HI"	"15003"	"2020"	"2020"	275	Not Applicable	Not Applicable
	"Honolulu County, HI"	"15003"	"2021"	"2021"	479	Not Applicable	Not Applicable
	"Honolulu County, HI"	"15003"	"2022 (provisional)"	"2022"	298	Not Applicable	Not Applicable
	"Kalawao County, HI"	"15005"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Kalawao County, HI"	"15005"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Kalawao County, HI"	"15005"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Kauai County, HI"	"15007"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Kauai County, HI"	"15007"	"2021"	"2021"	18	Not Applicable	Not Applicable
	"Kauai County, HI"	"15007"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Maui County, HI"	"15009"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Maui County, HI"	"15009"	"2021"	"2021"	84	Not Applicable	Not Applicable
	"Maui County, HI"	"15009"	"2022 (provisional)"	"2022"	33	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2020"	"2020"	315	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2021"	"2021"	449	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2022 (provisional)"	"2022"	129	Not Applicable	Not Applicable
	"Adams County, ID"	"16003"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Adams County, ID"	"16003"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Adams County, ID"	"16003"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Bannock County, ID"	"16005"	"2020"	"2020"	59	Not Applicable	Not Applicable
	"Bannock County, ID"	"16005"	"2021"	"2021"	126	Not Applicable	Not Applicable
	"Bannock County, ID"	"16005"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Bear Lake County, ID"	"16007"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Bear Lake County, ID"	"16007"	"2021"	"2021"	11	Not Applicable	Not Applicable
	"Bear Lake County, ID"	"16007"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Benewah County, ID"	"16009"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Benewah County, ID"	"16009"	"2021"	"2021"	23	Not Applicable	Not Applicable
	"Benewah County, ID"	"16009"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Bingham County, ID"	"16011"	"2020"	"2020"	43	Not Applicable	Not Applicable
	"Bingham County, ID"	"16011"	"2021"	"2021"	75	Not Applicable	Not Applicable
	"Bingham County, ID"	"16011"	"2022 (provisional)"	"2022"	26	Not Applicable	Not Applicable
	"Blaine County, ID"	"16013"	"2020"	"2020"	15	Not Applicable	Not Applicable
	"Blaine County, ID"	"16013"	"2021"	"2021"	11	Not Applicable	Not Applicable
	"Blaine County, ID"	"16013"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Boise County, ID"	"16015"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Boise County, ID"	"16015"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Boise County, ID"	"16015"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Bonner County, ID"	"16017"	"2020"	"2020"	18	Not Applicable	Not Applicable
	"Bonner County, ID"	"16017"	"2021"	"2021"	120	Not Applicable	Not Applicable
	"Bonner County, ID"	"16017"	"2022 (provisional)"	"2022"	41	Not Applicable	Not Applicable
	"Bonneville County, ID"	"16019"	"2020"	"2020"	111	Not Applicable	Not Applicable
	"Bonneville County, ID"	"16019"	"2021"	"2021"	115	Not Applicable	Not Applicable
	"Bonneville County, ID"	"16019"	"2022 (provisional)"	"2022"	38	Not Applicable	Not Applicable
	"Boundary County, ID"	"16021"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Boundary County, ID"	"16021"	"2021"	"2021"	41	Not Applicable	Not Applicable
	"Boundary County, ID"	"16021"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Butte County, ID"	"16023"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Butte County, ID"	"16023"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Butte County, ID"	"16023"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Camas County, ID"	"16025"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Camas County, ID"	"16025"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Camas County, ID"	"16025"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Canyon County, ID"	"16027"	"2020"	"2020"	209	Not Applicable	Not Applicable
	"Canyon County, ID"	"16027"	"2021"	"2021"	334	Not Applicable	Not Applicable
	"Canyon County, ID"	"16027"	"2022 (provisional)"	"2022"	73	Not Applicable	Not Applicable
	"Caribou County, ID"	"16029"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Caribou County, ID"	"16029"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Caribou County, ID"	"16029"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Cassia County, ID"	"16031"	"2020"	"2020"	18	Not Applicable	Not Applicable
	"Cassia County, ID"	"16031"	"2021"	"2021"	25	Not Applicable	Not Applicable
	"Cassia County, ID"	"16031"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Clark County, ID"	"16033"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Clark County, ID"	"16033"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Clark County, ID"	"16033"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Clearwater County, ID"	"16035"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Clearwater County, ID"	"16035"	"2021"	"2021"	16	Not Applicable	Not Applicable
	"Clearwater County, ID"	"16035"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Custer County, ID"	"16037"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Custer County, ID"	"16037"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Custer County, ID"	"16037"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Elmore County, ID"	"16039"	"2020"	"2020"	11	Not Applicable	Not Applicable
	"Elmore County, ID"	"16039"	"2021"	"2021"	43	Not Applicable	Not Applicable
	"Elmore County, ID"	"16039"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Franklin County, ID"	"16041"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, ID"	"16041"	"2021"	"2021"	16	Not Applicable	Not Applicable
	"Franklin County, ID"	"16041"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Fremont County, ID"	"16043"	"2020"	"2020"	13	Not Applicable	Not Applicable
	"Fremont County, ID"	"16043"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Fremont County, ID"	"16043"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Gem County, ID"	"16045"	"2020"	"2020"	17	Not Applicable	Not Applicable
	"Gem County, ID"	"16045"	"2021"	"2021"	37	Not Applicable	Not Applicable
	"Gem County, ID"	"16045"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Gooding County, ID"	"16047"	"2020"	"2020"	20	Not Applicable	Not Applicable
	"Gooding County, ID"	"16047"	"2021"	"2021"	26	Not Applicable	Not Applicable
	"Gooding County, ID"	"16047"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Idaho County, ID"	"16049"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Idaho County, ID"	"16049"	"2021"	"2021"	31	Not Applicable	Not Applicable
	"Idaho County, ID"	"16049"	"2022 (provisional)"	"2022"	12	Not Applicable	Not Applicable
	"Jefferson County, ID"	"16051"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Jefferson County, ID"	"16051"	"2021"	"2021"	37	Not Applicable	Not Applicable
	"Jefferson County, ID"	"16051"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Jerome County, ID"	"16053"	"2020"	"2020"	17	Not Applicable	Not Applicable
	"Jerome County, ID"	"16053"	"2021"	"2021"	39	Not Applicable	Not Applicable
	"Jerome County, ID"	"16053"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Kootenai County, ID"	"16055"	"2020"	"2020"	115	Not Applicable	Not Applicable
	"Kootenai County, ID"	"16055"	"2021"	"2021"	310	Not Applicable	Not Applicable
	"Kootenai County, ID"	"16055"	"2022 (provisional)"	"2022"	93	Not Applicable	Not Applicable
	"Latah County, ID"	"16057"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Latah County, ID"	"16057"	"2021"	"2021"	29	Not Applicable	Not Applicable
	"Latah County, ID"	"16057"	"2022 (provisional)"	"2022"	12	Not Applicable	Not Applicable
	"Lemhi County, ID"	"16059"	"2020"	"2020"	11	Not Applicable	Not Applicable
